Accel_x,Accel_y,Accel_z
0.656,-1.57,1.077
0.687,-1.62,1.051
0.699,-1.644,0.996
0.718,-1.652,0.966
0.724,-1.647,0.897
0.749,-1.635,0.82
0.773,-1.629,0.747
0.785,-1.603,0.712
0.783,-1.561,0.642
0.777,-1.526,0.612
0.778,-1.455,0.574
0.778,-1.409,0.524
0.775,-1.316,0.498
0.775,-1.194,0.457
0.781,-1.13,0.429
0.804,-0.993,0.416
0.818,-0.917,0.407
0.841,-0.756,0.409
0.854,-0.577,0.419
0.88,-0.474,0.449
0.919,-0.254,0.471
0.94,-0.017,0.529
0.981,0.12,0.595
0.983,0.457,0.636
0.969,0.879,0.735
0.913,1.118,0.841
0.81,1.574,0.892
0.737,1.792,0.958
0.549,2.166,0.974
0.446,2.31,0.968
0.237,2.492,0.959
0.12,2.703,0.937
-0.111,2.731,0.938
-0.3,2.756,0.946
-0.38,2.742,0.965
-0.356,2.902,1.172
-0.339,2.596,1.316
-0.72,2.2,1.288
-1.012,2.837,1.202
-0.798,2.676,1.373
-0.998,2.668,1.294
-1.038,2.514,1.17
-1.051,2.481,1.135
-1.031,2.472,1.063
-1.04,2.361,0.968
-1.054,2.239,0.864
-1.035,2.177,0.895
-1.088,2.054,0.855
-1.117,1.972,0.763
-1.044,1.832,0.8
-1.017,1.83,0.71
-0.95,1.768,0.717
-0.853,1.638,0.681
-0.816,1.546,0.661
-0.7,1.503,0.665
-0.579,1.373,0.676
-0.521,1.337,0.698
-0.368,1.242,0.727
-0.167,1.143,0.772
-0.184,1.102,0.813
-0.09,1.021,0.836
-0.048,0.949,0.882
0.018,0.917,0.899
0.041,0.884,0.923
0.072,0.877,0.931
0.084,0.864,0.923
0.081,0.863,0.9
0.062,0.864,0.885
0.054,0.87,0.851
0.028,0.883,0.834
0.025,0.923,0.814
0.015,0.935,0.806
0.002,0.955,0.781
-0.008,0.964,0.779
0.002,0.99,0.803
0.014,1.003,0.869
0.034,0.992,0.898
0.027,0.983,0.94
0.027,0.961,0.961
0.042,0.948,0.998
0.05,0.941,1.074
0.115,0.883,1.082
0.078,0.816,1.051
0.045,0.808,1.037
0.078,0.754,1.059
0.125,0.721,1.041
0.092,0.676,1.021
0.078,0.671,0.977
0.055,0.67,0.965
0.06,0.619,0.957
0.006,0.61,0.885
0.11,0.576,0.909
0.089,0.562,0.935
0.071,0.514,0.936
0.027,0.48,0.935
0.011,0.483,0.934
0.04,0.498,0.966
0.085,-0.816,1.116
0.069,-0.787,1.143
0.061,-0.771,1.188
0.043,-0.764,1.212
0.027,-0.758,1.222
0.016,-0.763,1.223
-0.004,-0.766,1.212
-0.023,-0.781,1.201
-0.033,-0.796,1.178
-0.048,-0.807,1.166
-0.056,-0.823,1.139
-0.055,-0.852,1.103
-0.048,-0.865,1.083
-0.027,-0.899,1.045
-0.015,-0.917,0.998
0.012,-0.961,0.978
0.021,-1,0.941
0.033,-1.02,0.902
0.044,-1.051,0.887
0.048,-1.072,0.856
0.056,-1.082,0.823
0.066,-1.106,0.807
0.063,-1.121,0.776
0.056,-1.153,0.755
0.051,-1.179,0.717
0.044,-1.19,0.672
0.048,-1.22,0.649
0.056,-1.26,0.604
0.072,-1.281,0.554
0.091,-1.334,0.53
0.102,-1.359,0.484
0.132,-1.405,0.46
0.15,-1.444,0.421
0.209,-1.466,0.38
0.289,-1.517,0.361
0.338,-1.547,0.326
0.449,-1.604,0.309
0.503,-1.652,0.27
0.606,-1.675,0.126
0.693,-1.681,0.212
0.731,-1.664,0.183
0.803,-1.591,0.172
0.833,-1.412,0.16
0.884,-1.396,0.164
0.923,-1.205,0.194
0.94,-1.1,0.269
0.979,-0.871,0.323
0.998,-0.615,0.441
1.022,-0.474,0.565
1.022,-0.136,0.631
1.011,0.067,0.774
0.946,0.54,0.851
0.768,1.068,0.996
0.735,1.337,1.127
0.515,1.826,1.173
0.378,2.03,1.219
0.075,2.365,1.221
-0.077,2.604,1.184
-0.358,2.684,1.163
-0.476,2.774,1.14
-0.668,2.799,1.171
-0.816,2.866,1.146
-0.691,2.718,1.437
-0.955,2.542,1.226
-0.822,3.188,1.605
-0.678,2.927,1.883
-1.151,2.778,1.718
-1.018,2.594,1.777
-1,2.549,1.86
-0.976,2.568,1.806
-0.968,2.197,1.654
-0.961,2.152,1.404
-0.986,2.101,1.283
-0.933,1.905,1.143
-0.917,2.001,1.03
-0.912,1.981,0.912
-0.85,1.952,0.902
-0.85,1.848,0.816
-0.832,1.712,0.752
-0.7,1.635,0.778
-0.65,1.562,0.713
-0.508,1.478,0.722
-0.288,1.303,0.731
-0.282,1.213,0.718
-0.161,1.101,0.72
-0.09,0.958,0.719
0.049,0.913,0.706
0.159,0.813,0.686
0.227,0.824,0.741
0.32,0.642,0.667
0.329,0.568,0.679
0.377,0.653,0.709
0.417,0.67,0.749
0.408,0.721,0.779
0.386,0.819,0.841
0.318,0.878,0.874
0.298,0.936,0.944
0.264,0.944,1.008
0.235,0.993,1.042
0.231,1.014,1.107
0.215,1.027,1.119
0.205,1.028,1.129
0.182,1.031,1.116
0.215,0.956,1.128
0.224,0.938,1.079
0.256,0.872,1.064
0.28,0.803,1.03
0.303,0.767,1.002
0.302,0.703,0.941
0.293,0.677,0.882
0.298,0.616,0.854
0.29,0.59,0.791
0.288,0.544,0.774
0.285,0.469,0.743
0.267,0.528,0.716
0.266,0.331,0.647
0.198,0.422,0.671
0.253,0.429,0.67
0.267,0.383,0.694
0.142,-0.751,1.148
0.151,-0.781,1.145
0.161,-0.792,1.131
0.156,-0.818,1.122
0.143,-0.838,1.091
0.137,-0.845,1.056
0.128,-0.858,1.041
0.12,-0.87,1.009
0.112,-0.875,0.996
0.108,-0.897,0.968
0.108,-0.913,0.932
0.11,-0.95,0.915
0.102,-0.983,0.879
0.097,-1.003,0.849
0.104,-1.064,0.814
0.107,-1.058,0.79
0.114,-1.057,0.785
0.114,-1.056,0.775
0.112,-1.053,0.773
0.111,-1.046,0.772
0.112,-1.047,0.778
0.12,-1.056,0.788
0.134,-1.07,0.813
0.144,-1.105,0.839
0.162,-1.124,0.85
0.182,-1.16,0.863
0.193,-1.208,0.868
0.213,-1.231,0.871
0.223,-1.277,0.869
0.244,-1.298,0.866
0.266,-1.325,0.861
0.285,-1.343,0.851
0.321,-1.347,0.844
0.36,-1.328,0.828
0.382,-1.299,0.823
0.424,-1.22,0.831
0.458,-1.146,0.847
0.474,-1.115,0.858
0.501,-1.052,0.864
0.514,-0.978,0.875
0.543,-0.939,0.883
0.569,-0.85,0.88
0.584,-0.755,0.874
0.614,-0.704,0.875
0.638,-0.593,0.877
0.649,-0.47,0.89
0.66,-0.405,0.898
0.653,-0.255,0.9
0.621,-0.083,0.888
0.597,0.101,0.862
0.531,0.202,0.836
0.456,0.432,0.823
0.377,0.711,0.833
0.335,1.017,0.881
0.256,1.191,0.923
0.221,1.487,1.025
0.096,1.64,1.181
0.107,1.876,1.273
-0.075,1.841,1.157
-0.299,2.318,1.295
-0.294,2.256,1.337
-0.266,2.29,1.395
-0.284,2.336,1.438
-0.286,2.082,1.535
-0.592,2.263,1.383
-0.582,2.007,1.374
-0.444,1.931,1.397
-0.414,1.929,1.37
-0.395,1.866,1.397
-0.393,1.622,1.397
-0.429,1.625,1.327
-0.487,1.627,1.318
-0.501,1.613,1.285
-0.577,1.636,1.184
-0.678,1.674,1.133
-0.721,1.688,1.004
-0.804,1.696,0.926
-0.831,1.678,0.811
-0.849,1.68,0.75
-0.821,1.646,0.738
-0.8,1.581,0.715
-0.743,1.536,0.706
-0.669,1.504,0.714
-0.613,1.349,0.746
-0.497,1.341,0.766
-0.429,1.29,0.84
-0.336,1.251,0.891
-0.254,1.135,0.911
-0.221,1.11,0.945
-0.14,1.056,0.964
-0.097,0.973,0.986
-0.03,0.939,0.989
0.032,0.9,1.003
0.063,0.85,1.002
0.103,0.832,0.99
0.126,0.823,0.985
0.136,0.793,0.963
0.142,0.804,0.953
0.13,0.8,0.925
0.112,0.846,0.929
0.093,0.847,0.934
0.068,0.858,0.926
0.093,1.041,0.995
0.141,0.882,1.072
0.07,0.949,1.071
0.027,0.937,1.052
0.109,0.942,1.126
0.166,0.868,1.121
0.172,0.828,1.14
0.201,0.787,1.128
0.218,0.697,1.112
0.235,0.668,1.099
0.256,0.6,1.09
0.255,0.536,1.047
0.244,0.499,1.021
0.227,0.456,0.959
0.215,0.465,0.94
0.172,0.272,0.896
0.136,0.448,0.827
-0.067,-1.02,0.905
-0.022,-1.078,0.912
0.034,-1.144,0.916
0.081,-1.192,0.918
0.106,-1.213,0.922
0.152,-1.242,0.918
0.178,-1.251,0.914
0.231,-1.251,0.899
0.286,-1.236,0.894
0.31,-1.213,0.885
0.346,-1.152,0.882
0.362,-1.058,0.887
0.385,-1.005,0.89
0.392,-0.898,0.897
0.402,-0.843,0.898
0.409,-0.741,0.896
0.421,-0.63,0.883
0.426,-0.574,0.854
0.43,-0.45,0.834
0.427,-0.305,0.801
0.409,-0.225,0.787
0.374,-0.05,0.786
0.354,0.04,0.792
0.312,0.205,0.802
0.283,0.435,0.833
0.218,0.503,0.862
0.188,0.711,0.946
0.137,0.813,1.004
0.097,0.992,1.141
0.065,1.097,1.255
0.037,1.256,1.303
0.011,1.39,1.405
-0.054,1.444,1.432
-0.013,1.462,1.595
-0.038,1.337,1.497
-0.004,1.526,1.627
0.101,1.51,1.838
0.009,1.295,1.736
-0.207,1.607,1.457
-0.122,1.502,1.549
-0.125,1.58,1.454
-0.172,1.343,1.264
-0.242,1.368,1.167
-0.27,1.454,1.061
-0.295,1.428,0.895
-0.377,1.428,0.83
-0.411,1.465,0.803
-0.489,1.467,0.65
-0.571,1.442,0.699
-0.601,1.421,0.691
-0.668,1.475,0.658
-0.669,1.458,0.675
-0.675,1.469,0.666
-0.65,1.429,0.681
-0.631,1.418,0.715
-0.595,1.409,0.741
-0.569,1.396,0.81
-0.518,1.378,0.862
-0.481,1.325,0.886
-0.459,1.321,0.935
-0.396,1.274,0.953
-0.36,1.204,0.968
-0.291,1.172,0.972
-0.218,1.106,0.973
-0.184,1.031,0.969
-0.117,0.991,0.966
-0.049,0.921,0.959
-0.018,0.889,0.951
0.034,0.828,0.938
0.05,0.79,0.914
0.08,0.782,0.903
0.089,0.763,0.875
0.091,0.758,0.853
0.084,0.759,0.843
0.078,0.749,0.828
0.069,0.744,0.816
0.06,0.734,0.809
0.061,0.732,0.809
0.06,0.731,0.813
0.065,0.738,0.826
0.088,0.734,0.847
0.097,0.712,0.873
0.099,0.695,0.878
0.099,0.658,0.883
0.105,0.638,0.878
0.116,0.606,0.876
0.137,0.626,0.877
0.148,0.473,0.897
0.131,0.488,0.874
0.113,0.587,0.846
0.087,0.44,0.859
0.05,0.507,0.78
0.173,0.464,0.872
0.175,0.349,0.852
0.163,0.342,0.863
0.201,0.321,0.896
0.189,0.196,0.861
0.164,0.229,0.867
0.189,0.229,0.926
0.2,0.148,0.925
0.173,0.216,0.947
0.18,0.163,0.988
0.177,0.165,1.017
0.169,0.195,1.058
0.141,0.187,1.075
0.128,0.196,1.127
0.114,0.197,1.176
0.106,0.165,1.2
0.103,0.113,1.207
0.104,0.045,1.206
0.106,0.012,1.183
0.109,-0.077,1.159
0.119,-0.105,1.113
0.144,-0.165,1.088
0.15,-0.212,1.049
0.161,-0.26,0.999
0.157,-0.268,0.977
0.153,-0.272,0.973
0.146,-0.274,0.975
0.039,-1.06,0.931
0.098,-1.093,0.939
0.159,-1.102,0.943
0.192,-1.103,0.951
0.262,-1.097,0.965
0.315,-1.066,0.971
0.337,-1.026,0.98
0.377,-0.998,0.987
0.412,-0.784,1.004
0.43,-0.773,1.018
0.43,-0.632,1.049
0.429,-0.569,1.071
0.423,-0.452,1.078
0.42,-0.348,1.073
0.415,-0.292,1.062
0.412,-0.146,1.035
0.4,-0.055,1.017
0.332,0.167,1.01
0.213,0.416,1.015
0.142,0.673,1.052
0.005,0.781,1.081
-0.139,1.011,1.142
-0.203,1.193,1.205
-0.326,1.276,1.261
-0.456,1.442,1.291
-0.519,1.508,1.346
-0.611,1.611,1.375
-0.643,1.69,1.442
-0.677,1.722,1.514
-0.682,1.772,1.55
-0.682,1.789,1.606
-0.685,1.803,1.615
-0.686,1.794,1.61
-0.677,1.779,1.582
-0.639,1.714,1.557
-0.609,1.635,1.484
-0.556,1.599,1.44
-0.538,1.539,1.349
-0.508,1.515,1.242
-0.487,1.472,1.182
-0.473,1.448,1.051
-0.466,1.436,0.926
-0.442,1.4,0.867
-0.422,1.345,0.76
-0.378,1.308,0.665
-0.314,1.225,0.624
-0.28,1.119,0.556
-0.204,1.062,0.51
-0.122,0.942,0.494
-0.078,0.83,0.471
0.009,0.78,0.454
0.091,0.688,0.449
0.128,0.647,0.44
0.195,0.578,0.438
0.224,0.549,0.442
0.279,0.498,0.445
0.299,0.463,0.459
0.336,0.45,0.466
0.35,0.457,0.49
0.368,0.485,0.55
0.37,0.557,0.595
0.364,0.583,0.681
0.353,0.599,0.716
0.351,0.598,0.776
0.351,0.593,0.804
0.352,0.581,0.847
0.353,0.571,0.859
0.353,0.544,0.872
0.347,0.526,0.874
0.343,0.492,0.873
0.335,0.484,0.864
0.317,0.479,0.864
0.31,0.499,0.879
0.269,0.413,0.883
0.214,0.543,0.807
0.237,0.425,0.854
0.236,0.471,0.863
0.228,0.442,0.898
0.198,0.43,0.906
0.177,0.447,0.919
0.161,0.422,0.928
0.163,0.391,0.955
0.159,0.362,0.993
0.166,0.353,1.009
0.182,0.28,1.034
0.215,0.25,1.044
0.227,0.211,1.064
0.24,0.184,1.071
0.234,0.131,1.07
0.227,0.089,1.052
0.229,0.055,1.043
0.237,0.03,1.038
0.237,0.026,1.038
0.231,0.034,1.045
0.222,0.05,1.065
0.195,0.055,1.083
0.171,0.064,1.094
0.161,0.083,1.097
0.13,0.099,1.107
0.128,0.152,1.159
0.13,0.143,1.174
0.113,0.112,1.19
0.064,0.08,1.178
0.038,0.013,1.167
0.036,-0.018,1.141
0.051,-0.069,1.123
0.061,-0.129,1.077
0.079,-0.163,1.04
0.097,-0.237,1.017
0.103,-0.293,0.987
0.088,-0.307,0.963
0.074,-0.304,0.94
0.047,-0.292,0.928
0.009,-0.274,0.915
-0.011,-0.267,0.909
-0.056,-0.248,0.913
-0.082,-0.247,0.924
-0.129,-0.244,0.947
-0.16,-0.23,0.96
-0.114,-0.832,1.078
-0.083,-0.901,1.109
-0.06,-0.958,1.12
-0.033,-1.013,1.142
-0.019,-1.037,1.154
0.011,-1.092,1.157
0.026,-1.149,1.16
0.066,-1.179,1.159
0.11,-1.238,1.159
0.135,-1.265,1.151
0.182,-1.327,1.144
0.239,-1.393,1.12
0.263,-1.424,1.077
0.305,-1.484,1.052
0.325,-1.539,0.978
0.362,-1.565,0.884
0.404,-1.609,0.834
0.431,-1.627,0.733
0.496,-1.656,0.683
0.532,-1.687,0.589
0.597,-1.697,0.501
0.646,-1.708,0.456
0.665,-1.691,0.375
0.692,-1.667,0.342
0.703,-1.588,0.298
0.724,-1.541,0.273
0.75,-1.42,0.268
0.772,-1.281,0.265
0.78,-1.076,0.277
0.794,-1.009,0.292
0.795,-0.749,0.344
0.776,-0.594,0.383
0.735,-0.246,0.488
0.704,-0.059,0.608
0.628,0.351,0.681
0.584,0.666,0.829
0.457,0.949,0.98
0.316,1.278,1.042
0.233,1.441,1.145
0.056,1.721,1.189
-0.042,1.993,1.269
-0.27,2.128,1.356
-0.488,2.361,1.407
-0.684,2.577,1.636
-0.842,2.737,1.723
-0.882,2.817,1.89
-0.936,2.823,2.048
-0.976,2.768,2.105
-0.986,2.635,2.18
-0.981,2.551,2.2
-0.965,2.399,2.225
-0.834,2.311,2.201
-0.808,2.003,2.083
-0.829,1.92,1.905
-0.802,1.943,1.871
-0.77,1.753,1.691
-0.722,1.666,1.459
-0.714,1.576,1.375
-0.691,1.552,1.206
-0.628,1.47,1.119
-0.602,1.368,0.941
-0.558,1.349,0.752
-0.497,1.28,0.766
-0.465,1.227,0.661
-0.403,1.11,0.617
-0.372,0.922,0.539
-0.319,0.937,0.505
-0.291,0.848,0.458
-0.234,0.812,0.45
-0.173,0.728,0.454
-0.152,0.69,0.467
-0.112,0.633,0.478
-0.093,0.602,0.501
-0.057,0.567,0.525
0.001,0.544,0.567
-0.021,0.494,0.546
0.026,0.607,0.6
0.059,0.564,0.66
0.089,0.614,0.701
0.05,0.707,0.773
0.04,0.737,0.886
0.021,0.805,0.934
0.009,0.835,1.013
-0.003,0.826,1.078
0.001,0.801,1.094
0.02,0.757,1.11
0.037,0.733,1.108
0.084,0.682,1.104
0.115,0.655,1.094
0.17,0.595,1.088
0.195,0.526,1.072
0.231,0.489,1.067
0.243,0.421,1.053
0.26,0.267,1.03
0.258,0.314,1.015
0.273,0.279,1.024
0.287,0.24,1.009
0.287,0.188,1
0.267,0.165,0.968
0.22,0.127,0.946
0.197,0.111,0.89
0.144,0.112,0.864
0.125,0.092,0.804
0.095,0.101,0.753
0.086,0.125,0.734
0.068,0.152,0.72
0.042,0.247,0.739
0.022,0.306,0.817
0.004,0.404,0.871
-0.001,0.442,0.98
0.005,0.427,1.081
0.039,0.417,1.132
0.076,0.398,1.228
0.09,0.384,1.295
0.114,0.345,1.317
0.129,0.291,1.353
0.156,0.256,1.365
0.163,0.174,1.363
0.172,0.141,1.352
-0.183,-0.99,0.944
-0.163,-0.947,0.931
-0.14,-0.967,0.928
-0.12,-1.018,0.922
-0.109,-1.042,0.918
-0.088,-1.096,0.917
-0.074,-1.157,0.911
-0.043,-1.186,0.903
-0.007,-1.24,0.903
0.007,-1.298,0.884
0.031,-1.32,0.863
0.041,-1.363,0.846
0.043,-1.385,0.811
0.065,-1.417,0.798
0.084,-1.453,0.771
0.132,-1.475,0.756
0.189,-1.52,0.724
0.22,-1.542,0.692
0.281,-1.575,0.677
0.311,-1.595,0.649
0.376,-1.597,0.636
0.412,-1.586,0.624
0.487,-1.576,0.616
0.56,-1.543,0.614
0.598,-1.394,0.613
0.663,-1.444,0.615
0.687,-1.341,0.615
0.726,-1.278,0.63
0.755,-1.123,0.644
0.766,-1.038,0.679
0.787,-0.86,0.698
0.799,-0.665,0.748
0.82,-0.562,0.773
0.838,-0.336,0.821
0.84,-0.091,0.873
0.823,0.074,0.905
0.794,0.446,0.993
0.687,0.653,1.045
0.609,1.065,1.141
0.413,1.273,1.182
0.199,1.674,1.268
0.093,1.858,1.377
-0.115,2.178,1.426
-0.207,2.391,1.525
-0.383,2.466,1.557
-0.46,2.535,1.607
-0.571,2.535,1.639
-0.625,2.499,1.624
-0.593,2.502,1.717
-0.504,2.004,1.586
-0.686,2.139,1.626
-0.54,2.16,1.659
-0.475,1.923,1.586
-0.362,1.83,1.552
-0.348,1.736,1.525
-0.34,1.633,1.475
-0.333,1.567,1.444
-0.342,1.482,1.393
-0.348,1.454,1.349
-0.38,1.412,1.308
-0.409,1.378,1.21
-0.461,1.373,1.167
-0.493,1.364,1.032
-0.507,1.331,0.986
-0.504,1.306,0.898
-0.494,1.242,0.855
-0.483,1.183,0.777
-0.446,1.152,0.745
-0.419,1.079,0.691
-0.357,1.045,0.651
-0.284,0.98,0.639
-0.245,0.943,0.633
-0.159,0.92,0.642
0,0.863,0.647
-0.088,0.855,0.661
-0.052,0.851,0.679
-0.028,0.831,0.727
0.009,0.824,0.751
0.025,0.815,0.799
0.024,0.832,0.839
0.013,0.79,0.845
0.025,0.85,0.937
0.077,0.781,0.944
0.08,0.781,0.96
0.092,0.807,0.985
0.122,0.732,0.978
0.124,0.717,0.972
0.128,0.743,0.992
0.135,0.717,0.968
0.127,0.675,0.977
0.131,0.668,0.981
0.15,0.639,0.985
0.151,0.598,0.979
0.144,0.596,0.955
0.149,0.545,0.943
0.15,0.534,0.917
0.148,0.507,0.901
0.143,0.473,0.889
0.151,0.444,0.888
0.155,0.405,0.894
0.161,0.384,0.915
0.179,0.354,0.927
0.189,0.346,0.955
0.198,0.342,0.971
0.207,0.338,1.016
0.223,0.333,1.044
0.233,0.317,1.104
0.245,0.31,1.133
0.242,0.325,1.202
0.227,0.322,1.264
0.203,0.334,1.293
0.192,0.342,1.343
0.172,0.357,1.368
0.17,0.356,1.405
0.167,0.352,1.411
0.17,0.334,1.415
0.182,0.321,1.408
0.191,0.295,1.403
0.191,0.286,1.387
-0.148,-1.001,0.869
-0.138,-1.036,0.894
-0.117,-1.052,0.905
-0.083,-1.081,0.956
-0.045,-1.117,0.974
-0.028,-1.162,0.994
0.002,-1.186,0.994
0.025,-1.235,0.994
0.03,-1.284,0.979
0.048,-1.302,0.967
0.061,-1.343,0.943
0.068,-1.363,0.906
0.076,-1.391,0.891
0.078,-1.414,0.857
0.084,-1.422,0.822
0.098,-1.442,0.787
0.121,-1.469,0.77
0.136,-1.49,0.74
0.166,-1.5,0.708
0.215,-1.51,0.697
0.266,-1.509,0.671
0.294,-1.51,0.648
0.348,-1.507,0.638
0.497,-1.492,0.618
0.416,-1.476,0.596
0.455,-1.434,0.589
0.475,-1.369,0.573
0.512,-1.335,0.568
0.533,-1.259,0.556
0.569,-1.214,0.541
0.593,-1.097,0.54
0.604,-0.943,0.547
0.621,-0.865,0.553
0.637,-0.712,0.554
0.646,-0.556,0.554
0.666,-0.472,0.55
0.673,-0.296,0.528
0.693,-0.195,0.503
0.692,0.09,0.504
0.679,0.549,0.555
0.611,0.791,0.596
0.549,1.349,0.707
0.357,1.628,0.783
0.116,2.241,0.984
-0.058,2.523,1.258
-0.351,3.004,1.421
-0.653,3.348,1.755
-0.732,3.433,1.95
-0.81,3.45,2.015
-0.879,3.36,2.087
-0.926,3.29,2.125
-0.943,3.093,2.163
-0.938,2.978,2.091
-0.849,2.72,2.024
-0.778,2.469,1.9
-0.635,2.351,1.843
-0.57,2.215,1.754
-0.433,2.123,1.63
-0.432,1.868,1.51
-0.461,1.812,1.316
-0.41,1.791,1.136
-0.341,1.615,1.154
-0.235,1.525,1.032
-0.176,1.378,0.984
-0.147,1.192,0.885
-0.112,1.098,0.712
-0.085,1.161,0.716
0.029,0.977,0.742
0.004,0.837,0.667
-0.026,0.774,0.581
0.026,0.715,0.558
0.068,0.579,0.554
0.09,0.571,0.533
0.123,0.506,0.51
0.151,0.452,0.506
0.179,0.399,0.5
0.199,0.339,0.518
0.23,0.361,0.525
0.359,0.264,0.546
0.282,0.227,0.544
0.251,0.306,0.53
0.291,0.262,0.631
0.323,0.256,0.651
0.32,0.267,0.682
0.325,0.261,0.711
0.316,0.333,0.765
0.301,0.36,0.838
0.297,0.386,0.871
0.29,0.4,0.932
0.273,0.424,0.959
0.261,0.437,1.002
0.234,0.457,1.022
0.223,0.464,1.045
0.204,0.461,1.04
0.197,0.443,1.03
0.183,0.422,0.97
0.174,0.404,0.953
0.166,0.378,0.925
0.143,0.366,0.914
0.131,0.339,0.903
0.115,0.316,0.907
0.103,0.287,0.91
0.097,0.268,0.916
0.089,0.258,0.942
0.078,0.271,0.961
0.069,0.284,1.025
0.059,0.297,1.061
0.061,0.282,1.134
0.077,0.271,1.166
0.085,0.253,1.221
0.102,0.205,1.246
0.115,0.261,1.274
0.137,0.246,1.309
0.166,0.192,1.332
0.165,0.19,1.351
0.159,0.185,1.356
0.167,0.171,1.356
0.168,0.159,1.327
0.153,0.138,1.306
-0.206,-0.83,0.993
-0.21,-0.859,1.004
-0.216,-0.899,1.009
-0.212,-0.936,1.021
-0.21,-0.956,1.035
-0.201,-0.998,1.041
-0.202,-1.035,1.051
-0.189,-1.071,1.056
-0.173,-1.098,1.056
-0.164,-1.123,1.064
-0.149,-1.137,1.06
-0.14,-1.159,1.06
-0.135,-1.171,1.054
-0.136,-1.186,1.04
-0.141,-1.194,1.027
-0.124,-1.219,1.017
-0.114,-1.239,1.004
-0.11,-1.249,0.985
-0.089,-1.277,0.976
-0.072,-1.305,0.957
-0.026,-1.322,0.951
0.033,-1.347,0.94
0.076,-1.387,0.928
0.153,-1.398,0.917
0.239,-1.411,0.904
0.282,-1.414,0.872
0.346,-1.43,0.855
0.37,-1.417,0.82
0.413,-1.377,0.785
0.446,-1.308,0.772
0.464,-1.22,0.749
0.497,-1.178,0.736
0.515,-1.083,0.719
0.547,-1.033,0.692
0.585,-0.915,0.681
0.603,-0.755,0.667
0.641,-0.657,0.667
0.671,-0.435,0.681
0.682,-0.314,0.719
0.704,-0.062,0.743
0.709,0.194,0.791
0.701,0.323,0.815
0.685,0.6,0.858
0.633,0.754,0.879
0.59,1.078,0.921
0.47,1.234,0.96
0.318,1.544,0.992
0.236,1.689,1.081
0.089,1.955,1.142
0.026,2.194,1.278
-0.042,2.249,1.351
-0.11,2.402,1.505
0.008,2.453,1.591
-0.235,2.217,1.521
-0.266,2.361,1.652
-0.227,2.231,1.683
-0.233,2.01,1.63
-0.244,1.987,1.613
-0.255,1.901,1.486
-0.263,1.818,1.476
-0.27,1.731,1.41
-0.284,1.677,1.34
-0.273,1.566,1.322
-0.263,1.504,1.298
-0.258,1.452,1.266
-0.291,1.428,1.205
-0.334,1.378,1.183
-0.343,1.356,1.165
-0.332,1.293,1.159
-0.319,1.218,1.144
-0.296,1.18,1.108
-0.262,1.121,1.09
-0.232,1.094,1.068
-0.166,1.032,1.06
-0.092,0.966,1.051
-0.055,0.913,1.042
0.019,0.888,1.042
0.088,0.836,1.035
0.117,0.812,1.01
0.16,0.745,1
0.191,0.699,0.99
0.225,0.682,0.972
0.258,0.637,0.949
0.272,0.624,0.925
0.285,0.609,0.916
0.289,0.591,0.897
0.288,0.59,0.89
0.287,0.601,0.88
0.29,0.612,0.877
0.289,0.643,0.885
0.288,0.664,0.909
0.295,0.672,0.921
0.299,0.665,0.94
0.311,0.667,0.946
0.305,0.662,0.974
0.317,0.611,0.967
0.272,0.552,0.937
0.287,0.615,0.957
0.3,0.55,0.94
0.286,0.538,0.921
0.285,0.55,0.926
0.282,0.478,0.9
0.264,0.447,0.864
0.284,0.464,0.875
0.297,0.432,0.863
0.305,0.418,0.881
0.317,0.401,0.901
0.319,0.368,0.937
0.321,0.359,0.958
0.323,0.361,1.009
0.329,0.363,1.036
0.335,0.374,1.101
0.323,0.376,1.156
0.297,0.422,1.194
0.293,0.404,1.262
0.272,0.428,1.3
0.264,0.437,1.353
0.242,0.451,1.401
0.216,0.466,1.412
0.191,0.47,1.438
0.158,0.456,1.428
0.15,0.443,1.374
0.145,0.381,1.34
0.145,0.347,1.255
0.141,0.3,1.209
0.122,0.279,1.123
0.106,0.261,1.042
0.079,0.222,1.009
0.065,0.192,0.962
0.058,0.174,0.92
0.049,0.136,0.909
0.049,0.112,0.89
0.056,0.097,0.899
0.061,0.062,0.91
0.072,0.043,0.945
0.105,0,0.968
0.121,-0.018,1.011
0.142,-0.051,1.027
0.148,-0.068,1.066
0.156,-0.069,1.09
0.146,-0.072,1.14
0.14,-0.075,1.176
0.125,-0.084,1.188
0.104,-0.102,1.192
0.089,-0.142,1.177
0.051,-0.167,1.157
0.006,-0.211,1.092
-0.021,-0.229,1.007
-0.072,-0.251,0.961
-0.092,-0.296,0.873
-0.128,-0.302,0.796
-0.156,-0.319,0.767
-0.168,-0.355,0.721
-0.184,-0.378,0.705
-0.191,-0.421,0.682
-0.186,-0.45,0.672
-0.164,-0.517,0.676
-0.148,-0.559,0.699
-0.115,-0.582,0.744
-0.082,-0.625,0.766
-0.067,-0.669,0.813
-0.033,-0.691,0.862
-0.011,-0.737,0.879
-0.002,-0.776,0.905
0.009,-0.794,0.913
0.015,-0.837,0.912
0.009,-0.846,0.896
-0.016,-0.864,0.884
-0.028,-0.879,0.855
-0.048,-0.882,0.824
-0.064,-0.892,0.812
-0.072,-0.914,0.781
-0.084,-0.943,0.752
-0.09,-0.961,0.732
-0.108,-0.997,0.719
