Accel_x,Accel_y,Accel_z
0.757,0.847,0.591
0.765,0.772,0.594
0.781,0.774,0.614
0.765,0.829,0.625
0.74,0.87,0.68
0.665,0.983,0.72
0.621,1.025,0.803
0.541,1.155,0.87
0.526,0.927,0.895
0.452,1.049,0.97
0.412,0.959,0.984
0.331,0.958,0.962
0.377,1.008,1.012
0.357,0.885,0.971
0.333,0.808,0.941
0.305,0.8,0.884
0.327,0.774,0.875
0.35,0.619,0.874
0.405,0.605,0.895
0.42,0.515,0.869
0.405,0.481,0.876
0.412,0.423,0.893
0.411,0.354,0.907
0.406,0.324,0.922
0.409,0.249,0.967
0.385,0.227,0.976
0.357,0.176,0.995
0.284,0.156,0.997
0.203,0.135,0.997
0.175,0.139,1.019
0.142,0.121,1.029
0.132,0.104,1.068
0.141,0.103,1.087
0.413,-0.166,1.525
0.456,-0.224,1.535
0.476,-0.304,1.539
0.498,-0.335,1.509
0.505,-0.387,1.484
0.517,-0.446,1.408
0.543,-0.477,1.312
0.533,-0.531,1.256
0.5,-0.557,1.135
0.476,-0.56,1.018
0.422,-0.555,0.967
0.388,-0.529,0.877
0.325,-0.486,0.81
0.257,-0.472,0.737
0.206,-0.446,0.717
0.192,-0.447,0.677
0.18,-0.472,0.663
0.175,-0.501,0.638
0.161,-0.51,0.616
0.158,-0.532,0.614
0.161,-0.548,0.616
0.175,-0.59,0.616
0.196,-0.633,0.619
0.208,-0.649,0.632
0.22,-0.672,0.641
0.223,-0.697,0.654
0.223,-0.707,0.657
0.222,-0.73,0.653
0.217,-0.74,0.641
0.204,-0.755,0.628
0.191,-0.767,0.603
0.165,-0.779,0.594
0.15,-0.799,0.568
0.13,-0.799,0.553
0.123,-0.829,0.545
0.125,-0.855,0.53
0.135,-0.878,0.524
0.154,-0.913,0.522
0.182,-0.946,0.529
0.196,-0.966,0.536
0.22,-1.007,0.544
0.248,-1.053,0.568
0.264,-1.083,0.597
0.286,-1.117,0.617
0.298,-1.132,0.649
0.311,-1.159,0.663
0.318,-1.178,0.687
0.33,-1.188,0.711
0.345,-1.204,0.717
0.346,-1.199,0.731
0.345,-1.195,0.747
0.34,-1.186,0.757
0.335,-1.174,0.781
0.324,-1.172,0.795
0.303,-1.172,0.828
0.298,-1.175,0.852
0.288,-1.181,0.865
0.276,-1.193,0.896
0.272,-1.194,0.929
0.269,-1.193,0.951
0.275,-1.199,1.003
0.3,-1.208,1.046
0.341,-1.239,1.064
0.36,-1.27,1.094
0.429,-1.318,1.098
0.457,-1.359,1.098
0.528,-1.382,1.081
0.61,-1.43,1.072
0.716,-1.484,1.037
0.777,-1.51,0.985
0.892,-1.579,0.948
0.999,-1.637,0.856
1.041,-1.676,0.735
1.111,-1.739,0.666
1.136,-1.776,0.534
1.174,-1.794,0.399
1.212,-1.815,0.339
1.24,-1.842,0.236
1.305,-1.858,0.19
1.34,-1.891,0.109
1.401,-1.897,0.04
1.43,-1.867,0.012
1.435,-1.693,-0.031
1.433,-1.654,-0.043
1.432,-1.407,-0.047
1.424,-1.244,-0.02
1.39,-0.832,0.019
1.334,-0.288,0.131
1.281,0.473,0.305
1.18,0.726,0.534
1.02,1.314,0.653
0.953,1.633,0.888
0.806,2.228,1.103
0.587,2.73,1.158
0.467,3.106,1.287
0.191,3.233,1.34
-0.107,3.368,1.362
-0.331,3.246,1.23
-0.397,3.014,1.062
-0.442,2.882,1.015
-0.426,2.621,0.982
-0.347,2.502,1.006
-0.234,2.319,1.041
-0.179,2.2,1.159
-0.084,2.165,1.307
-0.059,2.159,1.385
-0.081,2.221,1.535
-0.206,2.262,1.591
-0.423,2.319,1.652
-0.509,2.331,1.648
-0.731,2.321,1.63
-0.832,2.279,1.557
-1.001,2.245,1.441
-1.1,2.161,1.374
-1.123,2.12,1.242
-1.138,2.061,1.18
-1.136,2.032,1.077
-1.125,2.013,0.905
-1.071,1.951,0.95
-0.966,1.842,0.869
-0.831,1.721,0.852
-0.754,1.593,0.839
-0.59,1.519,0.837
-0.386,1.381,0.843
-0.364,1.307,0.839
-0.231,1.167,0.836
-0.176,1.074,0.83
-0.083,1.039,0.829
-0.048,0.981,0.83
0.014,0.957,0.858
0.063,0.875,0.869
0.058,0.88,0.847
0.249,0.777,0.984
0.253,0.797,0.972
0.204,0.779,0.956
0.211,0.772,0.953
0.222,0.767,0.959
0.21,0.788,0.956
0.213,0.775,0.968
0.195,0.807,0.979
0.179,0.87,1
0.113,0.919,1.011
0.056,0.986,1.053
0.012,0.885,1.034
0.026,1.225,1.147
0.139,1.119,1.174
-0.022,0.741,1.081
-0.035,0.961,1.138
0.053,0.902,1.176
0.136,0.73,1.165
0.11,0.674,1.132
0.083,0.706,1.133
0.104,0.641,1.139
0.158,0.589,1.139
0.176,0.521,1.152
0.213,0.505,1.166
0.23,0.433,1.181
0.224,0.387,1.164
0.186,0.348,1.169
0.164,0.324,1.16
0.156,0.295,1.164
0.146,0.29,1.167
0.148,0.263,1.175
0.149,0.245,1.181
0.138,0.224,1.183
0.123,0.243,1.197
0.107,0.266,1.217
0.102,0.265,1.249
0.101,0.25,1.268
0.112,0.212,1.27
0.12,0.187,1.258
0.14,0.172,1.253
0.148,0.152,1.239
0.154,0.137,1.233
0.145,0.113,1.218
0.152,0.082,1.206
0.166,0.064,1.202
0.2,-0.008,1.195
0.214,-0.021,1.18
0.247,-0.077,1.166
0.271,-0.118,1.159
0.274,-0.214,1.118
0.285,-0.224,1.101
0.291,-0.272,1.063
0.293,-0.297,1.02
0.289,-0.338,0.999
0.287,-0.484,0.96
0.273,-0.397,0.932
0.268,-0.449,0.884
0.269,-0.475,0.84
0.275,-0.511,0.818
0.282,-0.543,0.788
0.294,-0.555,0.764
0.305,-0.587,0.755
0.311,-0.632,0.745
0.332,-0.658,0.736
0.346,-0.724,0.718
0.374,-0.76,0.693
0.389,-0.814,0.678
0.391,-0.861,0.652
0.391,-0.873,0.635
0.379,-0.884,0.63
0.365,-0.885,0.622
0.339,-0.89,0.618
0.324,-0.891,0.61
0.312,-0.897,0.611
0.314,-0.917,0.617
0.318,-0.949,0.624
0.333,-0.966,0.632
0.358,-1.001,0.651
0.375,-1.021,0.672
0.412,-1.051,0.686
0.439,-1.12,0.71
0.493,-1.143,0.733
0.527,-1.193,0.746
0.535,-1.212,0.761
0.546,-1.256,0.762
0.549,-1.288,0.762
0.55,-1.294,0.762
0.552,-1.295,0.76
0.553,-1.29,0.752
0.552,-1.288,0.747
0.547,-1.294,0.74
0.55,-1.3,0.739
0.561,-1.315,0.749
0.588,-1.335,0.76
0.629,-1.375,0.752
0.662,-1.407,0.789
0.737,-1.518,0.8
0.758,-1.622,0.798
0.786,-1.678,0.791
0.806,-1.783,0.785
0.816,-1.885,0.763
0.852,-1.932,0.746
0.902,-2.014,0.735
0.935,-2.088,0.709
1.014,-2.114,0.688
1.098,-2.164,0.679
1.176,-2.211,0.642
1.241,-2.238,0.624
1.268,-2.238,0.591
1.322,-2.215,0.577
1.37,-2.154,0.552
1.391,-2.12,0.528
1.407,-2.037,0.514
1.405,-1.921,0.49
1.386,-1.841,0.484
1.347,-1.634,0.507
1.299,-1.368,0.529
1.251,-1.074,0.577
1.228,-0.724,0.626
1.181,-0.521,0.666
1.12,-0.027,0.791
1.077,0.477,0.946
0.975,0.703,1.105
0.852,1.146,1.159
0.787,1.346,1.211
0.654,1.694,1.208
0.595,1.959,1.134
0.478,2.061,1.069
0.409,2.211,0.921
0.267,2.274,0.772
0.147,2.377,0.709
0.088,2.415,0.62
-0.055,2.517,0.605
-0.131,2.605,0.637
-0.258,2.645,0.69
-0.346,2.733,0.841
-0.379,2.783,1.037
-0.432,2.887,1.147
-0.463,2.948,1.368
-0.567,2.948,1.465
-0.705,2.91,1.612
-0.774,2.855,1.641
-0.896,2.717,1.647
-0.935,2.569,1.612
-0.953,2.491,1.517
-0.959,2.372,1.456
-0.974,2.346,1.336
-1.013,2.354,1.268
-1.05,2.356,1.236
-1.056,2.298,1.221
-1.041,2.178,1.192
-0.977,2.1,1.167
-0.872,1.907,1.154
-0.806,1.673,1.118
-0.644,1.583,1.098
-0.552,1.383,1.036
-0.383,1.313,1.082
-0.22,1.155,1.163
0.011,1.016,1.106
-0.002,0.957,0.93
0.096,0.881,0.916
0.146,0.771,0.808
0.23,0.743,0.772
0.273,0.714,0.729
0.35,0.671,0.702
0.388,0.61,0.688
0.431,0.589,0.643
0.418,0.567,0.627
0.413,0.569,0.617
0.386,0.577,0.605
0.374,0.585,0.603
0.366,0.598,0.61
0.367,0.638,0.646
0.382,0.665,0.71
0.381,0.742,0.745
0.373,0.792,0.82
0.336,0.888,0.858
0.315,0.934,0.927
0.277,0.934,0.955
0.262,0.903,0.992
0.26,0.846,0.999
0.264,0.819,0.991
0.274,0.778,0.963
0.29,0.702,0.95
0.302,0.705,0.949
0.351,0.457,0.88
0.219,0.772,0.787
0.29,0.496,0.802
0.367,0.442,0.821
0.353,0.567,0.816
0.323,0.461,0.806
0.276,0.604,0.771
0.208,0.52,0.761
0.192,0.493,0.772
0.168,0.495,0.82
0.16,0.517,0.881
0.186,0.49,0.922
0.2,0.489,1.015
0.219,0.485,1.063
0.225,0.478,1.157
0.229,0.477,1.202
0.234,0.458,1.281
0.25,0.449,1.358
0.274,0.434,1.394
0.286,0.419,1.444
0.312,0.36,1.454
0.326,0.31,1.456
0.359,0.263,1.434
0.352,0.224,1.406
0.338,0.143,1.327
0.358,0.143,1.292
0.384,0.001,1.22
0.392,-0.038,1.167
0.358,-0.105,1.057
0.347,-0.15,0.978
0.326,-0.098,0.939
0.298,-0.102,0.938
0.138,-0.084,0.925
0.192,-0.081,0.9
0.158,-0.105,0.897
0.16,-0.142,0.883
0.176,-0.165,0.88
0.172,-0.2,0.875
0.16,-0.22,0.861
0.15,-0.272,0.86
0.334,-0.81,0.852
0.337,-0.872,0.809
0.347,-0.928,0.768
0.372,-0.975,0.745
0.399,-1.015,0.704
0.412,-1.025,0.678
0.428,-1.049,0.66
0.437,-1.08,0.649
0.442,-1.091,0.613
0.445,-1.104,0.605
0.437,-1.107,0.602
0.431,-1.107,0.608
0.416,-1.111,0.618
0.42,-1.127,0.655
0.426,-1.141,0.695
0.432,-1.162,0.716
0.429,-1.179,0.748
0.411,-1.182,0.761
0.398,-1.186,0.791
0.373,-1.189,0.808
0.349,-1.2,0.813
0.345,-1.21,0.815
0.34,-1.23,0.8
0.345,-1.234,0.795
0.349,-1.245,0.796
0.395,-1.243,0.821
0.404,-1.241,0.821
0.416,-1.373,0.83
0.44,-1.263,0.833
0.452,-1.294,0.824
0.481,-1.312,0.83
0.518,-1.349,0.829
0.536,-1.384,0.828
0.583,-1.4,0.828
0.607,-1.425,0.838
0.654,-1.456,0.834
0.7,-1.49,0.836
0.744,-1.515,0.838
0.764,-1.556,0.844
0.811,-1.579,0.838
0.857,-1.624,0.829
0.885,-1.651,0.796
0.935,-1.711,0.78
0.97,-1.763,0.744
1.041,-1.789,0.703
1.113,-1.847,0.678
1.151,-1.871,0.637
1.227,-1.901,0.612
1.265,-1.917,0.556
1.339,-1.928,0.527
1.37,-1.971,0.461
1.417,-1.992,0.383
1.444,-2.018,0.345
1.448,-1.982,0.26
1.446,-1.941,0.19
1.451,-1.81,0.16
1.451,-1.618,0.102
1.449,-1.484,0.077
1.442,-1.133,0.09
1.43,-0.614,0.173
1.373,-0.315,0.235
1.329,0.397,0.422
1.216,0.698,0.677
1.135,1.406,0.846
1.099,2.022,1.148
0.988,2.451,1.495
0.75,3.021,1.704
0.585,3.45,1.962
0.264,3.547,2.058
0.149,3.521,2.121
-0.05,3.458,2.091
-0.259,3.268,2.066
-0.313,3.136,2.11
-0.328,2.89,2.162
-0.307,2.716,2.311
-0.318,2.663,2.433
-0.47,2.599,2.476
-0.58,2.589,2.535
-0.794,2.611,2.533
-0.884,2.675,2.447
-1.036,2.714,2.263
-1.166,2.75,2.134
-1.346,2.724,1.819
-1.329,2.67,1.462
-1.417,2.494,1.273
-1.455,2.293,0.916
-1.523,2.196,0.756
-1.56,2.017,0.49
-1.565,1.935,0.289
-1.532,1.788,0.209
-1.377,1.666,0.088
-1.411,1.619,0.01
-1.274,1.545,-0.015
-1.189,1.481,-0.049
-0.997,1.45,-0.039
-0.797,1.369,-0.056
-0.727,1.264,-0.11
-0.51,1.247,0.14
-0.274,1.193,0.169
-0.224,1.165,0.194
-0.13,1.167,0.229
-0.097,1.208,0.303
-0.02,1.261,0.462
0.041,1.362,0.535
0.059,1.366,0.626
0.108,1.331,0.669
0.139,1.32,0.766
0.202,1.304,0.798
0.225,1.257,0.85
0.268,1.231,0.869
0.284,1.193,0.875
0.288,1.165,0.853
0.272,1.123,0.826
0.275,1.056,0.778
0.29,1.019,0.748
0.309,0.951,0.701
0.343,0.922,0.658
0.366,0.866,0.634
0.37,0.819,0.581
0.375,0.308,1.39
0.427,0.224,1.422
0.465,0.154,1.449
0.48,0.059,1.459
0.478,-0.033,1.423
0.481,-0.082,1.379
0.498,-0.173,1.355
0.51,-0.335,1.303
0.549,-0.312,1.271
0.553,-0.341,1.219
0.564,-0.401,1.157
0.504,-0.491,1.1
0.482,-0.452,1.014
0.569,-0.523,1.034
0.547,-0.511,0.991
0.479,-0.503,0.975
0.446,-0.528,0.967
0.438,-0.472,0.995
0.399,-0.483,1.003
0.367,-0.479,1.01
0.312,-0.495,1.009
0.272,-0.526,1.004
0.265,-0.529,1.014
0.291,-0.596,1.037
0.276,-0.646,0.972
0.254,-0.675,0.962
0.254,-0.74,0.936
0.251,-0.77,0.897
0.245,-0.813,0.879
0.245,-0.834,0.856
0.248,-0.859,0.845
0.249,-0.882,0.828
0.252,-0.922,0.821
0.259,-0.944,0.818
0.279,-0.993,0.815
0.296,-1.026,0.814
0.326,-1.087,0.807
0.345,-1.161,0.793
0.392,-1.23,0.798
0.418,-1.257,0.784
0.413,-1.312,0.777
0.404,-1.336,0.772
0.389,-1.359,0.776
0.38,-1.378,0.778
0.382,-1.381,0.789
0.371,-1.384,0.793
0.366,-1.392,0.799
0.357,-1.403,0.806
0.353,-1.41,0.81
0.346,-1.416,0.809
0.342,-1.409,0.813
0.34,-1.403,0.825
0.336,-1.367,0.838
0.332,-1.314,0.877
0.325,-1.285,0.9
0.317,-1.244,0.947
0.315,-1.217,0.994
0.307,-1.211,1.016
0.293,-1.196,1.05
0.284,-1.189,1.082
0.28,-1.169,1.096
0.279,-1.164,1.112
0.285,-1.163,1.114
0.295,-1.171,1.104
0.301,-1.184,1.068
0.315,-1.217,1.045
0.32,-1.247,1
0.344,-1.261,0.951
0.389,-1.292,0.924
0.411,-1.328,0.871
0.486,-1.366,0.814
0.547,-1.419,0.788
0.571,-1.482,0.727
0.611,-1.518,0.691
0.634,-1.571,0.625
0.69,-1.594,0.561
0.758,-1.624,0.53
0.791,-1.645,0.465
0.841,-1.655,0.402
0.876,-1.652,0.373
0.894,-1.618,0.327
0.927,-1.593,0.286
0.966,-1.52,0.269
0.987,-1.427,0.243
1.027,-1.366,0.238
1.047,-1.214,0.231
1.088,-1.105,0.253
1.122,-0.85,0.269
1.147,-0.555,0.321
1.196,-0.388,0.471
1.232,-0.001,0.416
1.242,0.23,0.533
1.238,0.732,0.609
1.222,1.281,0.77
1.183,1.528,0.867
1.096,2.064,1.067
1.038,2.538,1.216
0.905,2.76,1.262
0.848,3.182,1.342
0.652,3.346,1.346
0.407,3.715,1.378
0.109,3.812,1.677
-0.227,3.776,1.533
-0.93,4.135,1.554
-1.148,3.9,1.682
-1.21,3.824,1.932
-1.463,3.807,1.991
-1.568,3.606,2.185
-1.779,3.573,2.229
-1.912,3.335,2.26
-1.817,3.32,2.303
-1.996,2.932,2.042
-2.001,2.953,1.892
-1.831,2.791,1.768
-1.73,2.538,1.483
-1.523,2.452,1.212
-1.248,2.273,1.114
-1.098,2.045,0.922
-0.848,1.95,0.825
-0.589,1.652,0.655
-0.302,1.592,0.638
-0.171,1.417,0.607
0.045,1.336,0.578
0.213,1.178,0.563
0.277,1.107,0.519
0.372,0.959,0.495
0.38,0.786,0.414
0.499,0.801,0.542
0.398,0.794,0.559
0.513,0.722,0.428
0.411,0.58,0.414
0.428,0.654,0.461
0.494,0.665,0.462
0.52,0.653,0.569
0.516,0.729,0.631
0.479,0.755,0.664
0.411,0.73,0.72
0.41,0.77,0.773
0.447,0.793,0.868
0.453,0.743,0.885
0.457,0.752,0.961
0.445,0.72,0.956
0.407,0.648,0.956
0.389,0.656,0.929
0.37,0.608,0.909
0.364,0.547,0.862
0.357,0.535,0.818
0.359,0.457,0.8
0.36,0.471,0.773
0.346,0.357,0.772
0.305,0.365,0.693
0.236,0.346,0.674
0.216,0.288,0.672
0.174,0.356,0.659
0.183,0.255,0.668
0.178,0.245,0.674
0.16,0.231,0.664
0.138,0.212,0.672
0.111,0.17,0.683
0.109,0.14,0.707
0.137,0.093,0.746
0.159,0.006,0.815
0.192,-0.024,0.879
0.241,-0.097,0.913
0.27,-0.157,0.996
0.341,-0.19,1.087
0.409,-0.263,1.136
0.439,-0.319,1.224
0.474,-0.34,1.303
0.499,-0.373,1.333
0.506,-0.381,1.388
0.508,-0.395,1.405
0.506,-0.434,1.408
0.498,-0.443,1.397
0.488,-0.449,1.37
0.484,-0.459,1.333
0.471,-0.47,1.309
0.449,-0.491,1.239
0.431,-0.502,1.145
0.38,-0.508,1.099
0.325,-0.493,1.016
0.294,-0.485,0.951
0.235,-0.485,0.893
0.183,-0.494,0.869
0.165,-0.491,0.833
0.144,-0.489,0.822
0.133,-0.493,0.811
0.117,-0.501,0.826
0.126,-0.54,0.844
0.141,-0.577,0.873
0.171,-0.593,0.891
0.187,-0.619,0.899
0.185,-0.619,0.909
0.18,-0.621,0.916
0.177,-0.631,0.924
0.163,-0.637,0.896
0.149,-0.661,0.878
0.142,-0.687,0.831
0.12,-0.703,0.804
0.087,-0.727,0.744
0.067,-0.751,0.681
0.029,-0.759,0.636
-0.004,-0.761,0.62
-0.021,-0.754,0.612
-0.053,-0.749,0.633
-0.074,-0.747,0.647
-0.079,-0.749,0.686
-0.073,-0.77,0.709
-0.061,-0.797,0.761
-0.034,-0.811,0.827
0.01,-0.84,0.858
0.033,-0.861,0.917
0.076,-0.894,0.944
0.108,-0.927,0.994
0.122,-0.942,1.029
0.141,-0.965,1.042
0.149,-0.971,1.062
0.15,-0.995,1.065
0.146,-1.012,1.041
0.143,-1.029,1.051
0.158,-1.054,1.056
0.154,-1.059,1.032
0.149,-1.088,1.025
0.153,-1.113,1.014
0.163,-1.127,1
0.187,-1.164,1.003
0.197,-1.192,0.991
0.207,-1.25,0.982
0.215,-1.309,0.97
0.223,-1.315,0.958
0.245,-1.338,0.955
0.256,-1.351,0.931
0.281,-1.355,0.919
0.296,-1.368,0.891
0.334,-1.377,0.863
0.383,-1.402,0.848
0.406,-1.423,0.81
0.463,-1.432,0.764
0.571,-1.494,0.712
0.734,-1.553,0.65
0.686,-1.61,0.568
0.763,-1.635,0.522
0.798,-1.672,0.421
0.869,-1.681,0.314
0.949,-1.689,0.259
0.989,-1.693,0.146
1.052,-1.691,0.092
1.081,-1.688,-0.017
1.127,-1.683,-0.121
1.155,-1.663,-0.164
1.176,-1.602,-0.231
1.195,-1.551,-0.26
1.246,-1.412,-0.254
1.287,-1.202,-0.21
1.301,-0.899,-0.122
1.31,-0.717,0.012
1.307,-0.268,0.102
1.292,0.259,0.323
1.26,0.525,0.563
1.233,1.07,0.669
1.21,1.333,0.994
1.091,1.904,1.3
0.962,2.414,1.469
0.867,2.761,1.632
0.625,2.933,1.671
0.48,3.148,1.79
0.159,3.248,1.824
-0.035,3.407,1.851
-0.393,3.45,1.995
-0.713,3.471,1.903
-0.832,3.434,1.96
-0.956,3.393,2.011
-1.109,3.256,2.144
-1.042,3.164,2.255
-1.128,2.955,2.303
-1.17,2.841,2.374
-1.229,2.617,2.396
-1.247,2.432,2.381
-1.286,2.348,2.319
-1.082,2.203,2.407
-1.208,1.962,1.923
-1.17,2.035,1.924
-1.1,1.851,1.682
-1.017,1.808,1.399
-0.95,1.718,1.271
-0.882,1.622,1.059
-0.773,1.573,0.815
-0.691,1.483,0.735
-0.405,1.329,0.725
-0.451,1.267,0.495
-0.419,1.159,0.42
-0.251,1.076,0.323
-0.262,1.031,0.242
-0.176,0.948,0.214
-0.136,0.877,0.185
-0.041,0.837,0.172
0.036,0.737,0.162
0.088,0.695,0.176
0.143,0.614,0.221
0.224,0.549,0.275
0.211,0.533,0.213
0.195,0.48,0.21
0.208,0.454,0.254
0.218,0.467,0.303
0.245,0.506,0.341
0.267,0.529,0.444
0.243,0.461,0.477
0.239,0.625,0.567
0.212,0.621,0.584
0.229,0.621,0.71
0.28,0.608,0.801
0.282,0.595,0.835
0.285,0.586,0.914
0.29,0.529,0.931
0.288,0.487,0.953
0.282,0.453,0.955
0.272,0.482,0.956
0.255,0.487,0.973
0.242,0.503,0.985
0.233,0.496,1.002
0.217,0.466,1.006
0.209,0.451,1.004
0.204,0.411,0.999
0.208,0.368,0.986
0.204,0.332,0.969
0.204,0.32,0.955
0.203,0.29,0.949
0.204,0.253,0.94
0.203,0.231,0.932
0.199,0.193,0.929
0.197,0.169,0.921
0.156,0.117,0.924
0.16,0.136,0.96
0.163,0.119,0.98
0.166,0.134,1.05
0.148,0.148,1.123
0.136,0.171,1.169
0.129,0.188,1.287
0.113,0.239,1.354
0.112,0.266,1.485
0.122,0.283,1.604
0.146,0.295,1.648
0.162,0.253,1.704
0.203,0.227,1.72
0.227,0.158,1.722
0.278,0.116,1.691
0.333,0.009,1.667
0.363,-0.044,1.591
0.405,-0.123,1.545
0.425,-0.226,1.441
0.442,-0.259,1.387
0.439,-0.33,1.26
0.417,-0.362,1.13
0.387,-0.413,1.064
0.37,-0.457,0.941
0.333,-0.476,0.835
0.288,-0.504,0.783
0.288,-1.084,0.667
0.32,-1.134,0.659
0.336,-1.159,0.656
0.35,-1.214,0.657
0.358,-1.24,0.644
0.372,-1.284,0.659
0.416,-1.301,0.666
0.423,-1.312,0.649
0.432,-1.315,0.669
0.448,-1.319,0.683
0.455,-1.307,0.691
0.485,-1.315,0.696
0.505,-1.327,0.719
0.526,-1.333,0.747
0.538,-1.336,0.762
0.546,-1.339,0.785
0.565,-1.33,0.797
0.577,-1.327,0.813
0.591,-1.321,0.835
0.598,-1.299,0.846
0.599,-1.267,0.879
0.591,-1.252,0.914
0.587,-1.235,0.927
0.59,-1.234,0.936
0.611,-1.243,0.936
0.64,-1.258,0.917
0.654,-1.264,0.89
0.687,-1.275,0.874
0.704,-1.287,0.846
0.75,-1.297,0.811
0.805,-1.311,0.797
0.851,-1.315,0.769
0.872,-1.31,0.738
0.91,-1.284,0.728
0.931,-1.231,0.715
0.973,-1.195,0.712
1.003,-1.101,0.716
1.019,-1.047,0.741
1.037,-0.921,0.755
1.048,-0.777,0.792
1.065,-0.695,0.829
1.075,-0.513,0.848
1.082,-0.283,0.893
1.078,-0.157,0.923
1.079,0.109,1.006
1.064,0.233,1.073
1.043,0.485,1.106
1.035,0.724,1.154
1.018,0.838,1.171
1.011,1.135,1.22
0.987,1.296,1.285
0.942,1.545,1.322
0.908,1.768,1.351
0.802,1.857,1.323
0.749,2.018,1.283
0.632,2.075,1.24
0.437,2.148,1.153
0.413,2.168,1.095
0.286,2.185,1.078
0.218,2.193,1.062
0.087,2.202,1.101
-0.035,2.222,1.135
-0.094,2.228,1.226
-0.213,2.244,1.28
-0.276,2.249,1.403
-0.394,2.242,1.468
-0.45,2.201,1.591
-0.558,2.172,1.684
-0.649,2.091,1.711
-0.689,1.993,1.716
-0.761,1.942,1.693
-0.814,1.842,1.607
-0.829,1.793,1.48
-0.843,1.699,1.404
-0.828,1.604,1.237
-0.815,1.633,1.183
-0.705,1.448,1.124
-0.727,1.417,0.949
-0.702,1.388,0.877
-0.636,1.359,0.776
-0.549,1.224,0.825
-0.38,1.208,0.732
-0.338,1.164,0.707
-0.29,1.091,0.691
-0.215,1.046,0.667
-0.13,0.982,0.659
-0.085,0.926,0.652
0.001,0.899,0.664
0.073,0.868,0.677
0.097,0.855,0.704
0.129,0.817,0.73
0.13,0.813,0.732
0.13,0.806,0.739
0.127,0.799,0.751
0.126,0.795,0.767
0.128,0.772,0.791
0.127,0.793,0.821
0.144,0.763,0.854
0.148,0.761,0.885
0.155,0.76,0.906
0.168,0.79,0.936
0.158,0.724,0.941
0.142,0.807,0.964
0.141,0.798,0.979
0.129,0.766,1.008
0.121,0.772,1.022
0.115,0.743,1.025
0.115,0.728,1.028
0.11,0.712,1.027
0.104,0.697,1.019
0.103,0.663,1.017
0.105,0.52,1.018
0.113,0.601,1.02
0.125,0.552,1.022
0.125,0.499,1.026
0.128,0.474,1.03
0.124,0.427,1.028
0.116,0.412,1.036
0.082,0.403,1.033
0.196,-1.036,0.796
0.214,-1.084,0.812
0.239,-1.133,0.821
0.251,-1.182,0.842
0.28,-1.202,0.872
0.31,-1.238,0.888
0.317,-1.261,0.918
0.366,-1.281,0.949
0.405,-1.295,0.96
0.423,-1.302,0.987
0.457,-1.322,0.996
0.477,-1.33,1.01
0.515,-1.348,1.02
0.524,-1.362,0.997
0.53,-1.377,0.976
0.542,-1.387,0.964
0.521,-1.42,0.92
0.5,-1.396,0.847
0.496,-1.412,0.847
0.497,-1.428,0.818
0.469,-1.423,0.766
0.447,-1.431,0.722
0.439,-1.444,0.701
0.438,-1.466,0.666
0.456,-1.477,0.642
0.484,-1.487,0.634
0.507,-1.487,0.628
0.561,-1.507,0.623
0.589,-1.501,0.622
0.644,-1.5,0.617
0.69,-1.488,0.612
0.733,-1.451,0.604
0.758,-1.422,0.596
0.807,-1.364,0.592
0.829,-1.307,0.577
0.831,-1.275,0.561
0.829,-1.195,0.548
0.83,-1.096,0.515
0.832,-1.038,0.473
0.835,-0.909,0.451
0.837,-0.836,0.409
0.843,-0.666,0.393
0.845,-0.449,0.379
0.843,-0.309,0.399
0.836,-0.044,0.419
0.813,0.222,0.454
0.798,0.353,0.486
0.775,0.614,0.504
0.763,0.939,0.546
0.707,1.129,0.571
0.604,1.526,0.648
0.52,1.736,0.746
0.277,2.195,0.796
0.136,2.681,0.937
-0.151,2.907,1.038
-0.392,3.255,1.283
-0.457,3.376,1.511
-0.668,3.422,1.617
-0.774,3.349,1.906
-0.915,3.302,2.152
-0.945,3.135,2.211
-0.924,3.022,2.305
-0.845,2.742,2.333
-0.774,2.537,2.325
-0.571,2.508,2.479
-0.476,1.975,2.388
-0.458,2.001,2.37
-0.264,1.93,2.385
-0.175,1.72,2.266
-0.088,1.687,2.139
-0.01,1.558,2.06
-0.034,1.448,1.762
0.041,1.423,1.77
0.025,1.337,1.519
0.018,1.175,1.31
0.049,1.175,1.227
0.068,1.091,1.055
0.1,0.989,0.915
0.151,0.94,0.811
0.203,0.867,0.793
0.157,0.78,0.555
0.218,0.841,0.63
0.343,0.632,0.548
0.322,0.569,0.451
0.306,0.51,0.38
0.329,0.496,0.39
0.362,0.477,0.377
0.371,0.452,0.377
0.396,0.385,0.381
0.394,0.377,0.377
0.394,0.409,0.406
0.401,0.432,0.462
0.396,0.503,0.525
0.4,0.525,0.636
0.382,0.574,0.692
0.367,0.595,0.783
0.348,0.575,0.836
0.339,0.527,0.856
0.338,0.482,0.863
0.325,0.539,0.865
0.358,0.465,0.885
0.384,0.415,0.881
0.386,0.411,0.846
0.408,0.34,0.813
0.396,0.328,0.782
0.396,0.309,0.734
0.386,0.267,0.709
0.382,0.248,0.664
0.373,0.207,0.645
0.366,0.172,0.623
0.343,0.156,0.62
0.336,0.135,0.641
0.335,0.127,0.684
0.348,0.11,0.713
0.358,0.108,0.781
0.372,0.134,0.825
0.374,0.2,0.939
0.365,0.232,1.071
0.344,0.275,1.134
