Accel_x,Accel_y,Accel_z
-0.271,-0.148,-0.682
-0.269,-0.192,-0.672
-0.27,-0.216,-0.677
-0.264,-0.232,-0.685
-0.275,-0.247,-0.693
-0.284,-0.242,-0.687
-0.308,-0.222,-0.678
-0.327,-0.224,-0.643
-0.333,-0.363,-0.59
-0.344,-0.271,-0.533
-0.362,-0.272,-0.477
-0.373,-0.26,-0.444
-0.385,-0.287,-0.38
-0.411,-0.312,-0.329
-0.402,-0.343,-0.316
-0.396,-0.35,-0.315
-0.413,-0.351,-0.329
-0.437,-0.361,-0.331
-0.442,-0.385,-0.323
-0.449,-0.396,-0.308
-0.456,-0.414,-0.3
-0.458,-0.43,-0.291
-0.46,-0.433,-0.286
-0.446,-0.438,-0.29
-0.437,-0.456,-0.312
-0.441,-0.467,-0.333
-0.45,-0.479,-0.339
-0.446,-0.503,-0.354
-0.448,-0.505,-0.353
-0.459,-0.512,-0.348
-0.461,-0.517,-0.333
-0.461,-0.52,-0.321
-0.474,-0.521,-0.318
-0.484,-0.511,-0.31
-0.508,-0.507,-0.295
-0.521,-0.508,-0.29
-0.526,-0.501,-0.289
-0.539,-0.495,-0.3
-0.559,-0.482,-0.305
-0.565,-0.468,-0.318
-0.568,-0.468,-0.34
-0.555,-0.481,-0.352
-0.547,-0.501,-0.378
-0.536,-0.507,-0.415
-0.516,-0.529,-0.428
-0.502,-0.571,-0.446
-0.474,-0.586,-0.466
-0.462,-0.597,-0.48
-0.46,-0.592,-0.506
-0.463,-0.595,-0.504
-0.468,-0.597,-0.492
-0.478,-0.607,-0.464
-0.488,-0.609,-0.442
-0.503,-0.601,-0.433
-0.518,-0.585,-0.43
-0.534,-0.574,-0.425
-0.551,-0.564,-0.422
-0.557,-0.564,-0.419
-0.561,-0.566,-0.418
-0.569,-0.559,-0.423
-0.574,-0.549,-0.422
-0.581,-0.547,-0.412
-0.585,-0.527,-0.41
-0.591,-0.504,-0.413
-0.589,-0.506,-0.411
-0.572,-0.512,-0.414
-0.544,-0.512,-0.433
-0.531,-0.502,-0.47
-0.504,-0.498,-0.515
-0.483,-0.496,-0.537
-0.466,-0.508,-0.567
-0.45,-0.52,-0.58
-0.427,-0.531,-0.588
-0.418,-0.531,-0.581
-0.408,-0.529,-0.571
-0.403,-0.525,-0.564
-0.402,-0.514,-0.529
-0.408,-0.501,-0.483
-0.424,-0.493,-0.438
-0.431,-0.468,-0.419
-0.433,-0.449,-0.386
-0.434,-0.426,-0.356
-0.439,-0.407,-0.345
-0.418,-0.355,-0.342
-0.396,-0.303,-0.38
-0.346,-0.29,-0.462
-0.313,-0.283,-0.515
-0.291,-0.281,-0.626
-0.281,-0.278,-0.728
-0.266,-0.261,-0.774
-0.269,-0.221,-0.868
-0.274,-0.18,-0.942
-0.279,-0.165,-0.998
-0.274,-0.166,-1.018
-0.155,0.407,-1.481
-0.154,0.44,-1.493
-0.158,0.466,-1.511
-0.166,0.61,-1.526
-0.178,0.557,-1.524
-0.16,0.586,-1.493
-0.146,0.579,-1.455
-0.129,0.568,-1.434
-0.118,0.517,-1.382
-0.069,0.464,-1.32
-0.048,0.359,-1.288
-0.041,0.306,-1.202
-0.029,0.286,-1.032
-0.029,0.232,-1.093
-0.041,0.215,-1.064
-0.074,0.223,-1.039
-0.099,0.242,-1.019
-0.122,0.242,-0.981
-0.19,0.226,-0.958
-0.211,0.196,-0.902
-0.207,0.165,-0.868
-0.211,0.08,-0.856
-0.224,0.036,-0.813
-0.246,0.022,-0.752
-0.26,-0.011,-0.735
-0.26,-0.058,-0.722
-0.279,-0.081,-0.716
-0.317,-0.122,-0.708
-0.348,-0.187,-0.675
-0.35,-0.242,-0.655
-0.35,-0.255,-0.643
-0.359,-0.264,-0.637
-0.37,-0.286,-0.61
-0.371,-0.313,-0.591
-0.378,-0.311,-0.562
-0.387,-0.314,-0.542
-0.383,-0.369,-0.525
-0.366,-0.38,-0.53
-0.375,-0.364,-0.542
-0.375,-0.368,-0.524
-0.377,-0.379,-0.513
-0.389,-0.392,-0.489
-0.39,-0.386,-0.476
-0.389,-0.38,-0.477
-0.404,-0.375,-0.473
-0.423,-0.383,-0.442
-0.425,-0.4,-0.401
-0.423,-0.402,-0.26
-0.443,-0.399,-0.365
-0.476,-0.397,-0.346
-0.487,-0.407,-0.316
-0.495,-0.434,-0.31
-0.505,-0.449,-0.319
-0.518,-0.45,-0.349
-0.526,-0.453,-0.38
-0.55,-0.46,-0.387
-0.575,-0.474,-0.379
-0.583,-0.491,-0.374
-0.59,-0.502,-0.405
-0.594,-0.523,-0.43
-0.601,-0.536,-0.484
-0.61,-0.548,-0.528
-0.615,-0.571,-0.544
-0.611,-0.592,-0.572
-0.597,-0.625,-0.577
-0.589,-0.641,-0.571
-0.58,-0.672,-0.574
-0.556,-0.691,-0.579
-0.548,-0.7,-0.58
-0.542,-0.706,-0.57
-0.542,-0.704,-0.558
-0.536,-0.693,-0.518
-0.532,-0.668,-0.469
-0.533,-0.661,-0.428
-0.539,-0.634,-0.415
-0.549,-0.592,-0.395
-0.553,-0.577,-0.379
-0.565,-0.535,-0.371
-0.576,-0.503,-0.348
-0.576,-0.488,-0.326
-0.569,-0.46,-0.313
-0.562,-0.435,-0.288
-0.562,-0.419,-0.264
-0.562,-0.415,-0.248
-0.549,-0.414,-0.21
-0.536,-0.413,-0.183
-0.526,-0.414,-0.17
-0.522,-0.419,-0.15
-0.52,-0.423,-0.138
-0.514,-0.428,-0.139
-0.504,-0.435,-0.141
-0.498,-0.44,-0.153
-0.486,-0.441,-0.182
-0.47,-0.451,-0.2
-0.447,-0.464,-0.242
-0.436,-0.471,-0.285
-0.421,-0.494,-0.301
-0.414,-0.512,-0.329
-0.41,-0.521,-0.348
-0.407,-0.529,-0.352
-0.408,-0.541,-0.358
-0.412,-0.544,-0.352
-0.416,-0.549,-0.343
-0.425,-0.549,-0.337
-0.446,-0.532,-0.336
-0.473,-0.498,-0.331
-0.481,-0.477,-0.324
-0.478,-0.451,-0.33
-0.47,-0.441,-0.354
-0.465,-0.427,-0.386
-0.463,-0.418,-0.432
-0.466,-0.386,-0.453
-0.466,-0.352,-0.498
-0.458,-0.334,-0.54
-0.43,-0.3,-0.568
-0.419,-0.296,-0.636
-0.398,-0.298,-0.693
-0.375,-0.294,-0.718
-0.35,-0.291,-0.767
-0.37,0.488,-1.023
-0.361,0.428,-1.086
-0.349,0.387,-1.155
-0.349,0.365,-1.171
-0.34,0.321,-1.191
-0.334,0.308,-1.236
-0.317,0.251,-1.253
-0.314,0.228,-1.263
-0.31,0.235,-1.265
-0.302,0.227,-1.264
-0.305,0.204,-1.268
-0.303,0.195,-1.261
-0.274,0.183,-1.271
-0.256,0.152,-1.288
-0.256,0.153,-1.325
-0.246,0.18,-1.34
-0.211,0.22,-1.382
-0.203,0.229,-1.43
-0.218,0.244,-1.472
-0.237,0.306,-1.489
-0.242,0.387,-1.525
-0.251,0.422,-1.546
-0.274,0.477,-1.584
-0.286,0.622,-1.604
-0.287,0.534,-1.611
-0.269,0.535,-1.616
-0.261,0.529,-1.597
-0.245,0.511,-1.584
-0.221,0.472,-1.54
-0.207,0.45,-1.473
-0.18,0.389,-1.44
-0.154,0.346,-1.355
-0.133,0.293,-1.263
-0.108,0.263,-1.223
-0.116,0.229,-1.154
-0.119,0.213,-1.1
-0.112,0.169,-1.071
-0.126,0.136,-1.034
-0.143,0.135,-1
-0.174,0.118,-0.984
-0.186,0.085,-0.964
-0.204,0.077,-0.951
-0.226,0.052,-0.911
-0.234,-0.002,-0.855
-0.245,-0.022,-0.832
-0.261,-0.05,-0.802
-0.274,-0.081,-0.754
-0.295,-0.098,-0.691
-0.301,-0.109,-0.663
-0.312,-0.116,-0.616
-0.313,-0.123,-0.611
-0.304,-0.154,-0.633
-0.309,-0.183,-0.671
-0.323,-0.185,-0.685
-0.339,-0.195,-0.688
-0.328,-0.22,-0.694
-0.325,-0.229,-0.693
-0.335,-0.235,-0.679
-0.352,-0.257,-0.63
-0.351,-0.282,-0.553
-0.345,-0.339,-0.39
-0.367,-0.343,-0.451
-0.404,-0.343,-0.383
-0.422,-0.346,-0.311
-0.448,-0.358,-0.287
-0.471,-0.364,-0.267
-0.485,-0.361,-0.254
-0.506,-0.364,-0.255
-0.505,-0.382,-0.268
-0.503,-0.385,-0.308
-0.501,-0.383,-0.356
-0.502,-0.392,-0.394
-0.474,-0.42,-0.409
-0.456,-0.445,-0.449
-0.434,-0.457,-0.498
-0.419,-0.48,-0.511
-0.411,-0.489,-0.526
-0.403,-0.494,-0.52
-0.405,-0.503,-0.51
-0.419,-0.498,-0.492
-0.419,-0.5,-0.472
-0.418,-0.511,-0.468
-0.423,-0.526,-0.459
-0.438,-0.531,-0.44
-0.455,-0.54,-0.426
-0.463,-0.552,-0.407
-0.484,-0.549,-0.394
-0.504,-0.539,-0.387
-0.508,-0.549,-0.356
-0.514,-0.562,-0.335
-0.516,-0.571,-0.338
-0.513,-0.571,-0.366
-0.511,-0.574,-0.403
-0.502,-0.591,-0.443
-0.498,-0.601,-0.459
-0.488,-0.612,-0.479
-0.47,-0.622,-0.492
-0.461,-0.622,-0.509
-0.453,-0.631,-0.529
-0.446,-0.638,-0.579
-0.442,-0.507,-0.614
-0.445,-0.623,-0.626
-0.46,-0.629,-0.617
-0.466,-0.63,-0.576
-0.476,-0.633,-0.555
-0.487,-0.633,-0.509
-0.494,-0.626,-0.472
-0.504,-0.619,-0.459
-0.519,-0.61,-0.436
-0.524,-0.607,-0.414
-0.527,-0.605,-0.398
-0.538,-0.589,-0.389
-0.559,-0.563,-0.371
-0.565,-0.555,-0.345
-0.562,-0.547,-0.335
-0.565,-0.537,-0.321
-0.566,-0.533,-0.315
-0.568,-0.522,-0.314
-0.564,-0.496,-0.322
-0.29,0.244,-1.494
-0.258,0.245,-1.506
-0.219,0.165,-1.525
-0.21,0.051,-1.533
-0.211,0.001,-1.506
-0.213,-0.036,-1.475
-0.222,-0.01,-1.398
-0.227,0.016,-1.323
-0.251,0.087,-1.239
-0.294,0.156,-1.195
-0.316,0.21,-1.111
-0.352,0.228,-1.076
-0.385,0.235,-1.025
-0.386,0.218,-0.985
-0.394,0.159,-0.988
-0.373,0.273,-1.017
-0.367,0.247,-0.87
-0.334,0.033,-0.792
-0.39,0.26,-1.094
-0.329,0.273,-1.018
-0.265,0.176,-0.936
-0.286,0.202,-0.958
-0.316,0.178,-1.011
-0.347,0.308,-1.03
-0.311,0.291,-1.005
-0.285,0.28,-0.955
-0.299,0.223,-0.981
-0.36,0.267,-0.98
-0.332,0.311,-0.975
-0.323,0.35,-0.906
-0.331,0.354,-0.882
-0.363,0.376,-0.854
-0.372,0.436,-0.824
-0.366,0.443,-0.795
-0.369,0.404,-0.771
-0.371,0.388,-0.785
-0.349,0.364,-0.791
-0.331,0.36,-0.823
-0.326,0.37,-0.855
-0.325,0.399,-0.87
-0.331,0.41,-0.884
-0.345,0.411,-0.889
-0.345,0.377,-0.898
-0.338,0.348,-0.919
-0.305,0.278,-0.94
-0.264,0.229,-0.988
-0.247,0.221,-1.033
-0.234,0.218,-1.047
-0.242,0.218,-1.062
-0.248,0.222,-1.046
-0.269,0.207,-1.052
-0.304,0.205,-1.057
-0.289,0.233,-1.045
-0.3,0.315,-0.998
-0.283,0.291,-1.035
-0.348,0.407,-1.069
-0.333,0.392,-1.042
-0.333,0.371,-1.074
-0.352,0.346,-1.1
-0.343,0.307,-1.171
-0.332,0.267,-1.272
-0.309,0.269,-1.308
-0.273,0.244,-1.353
-0.267,0.234,-1.387
-0.258,0.217,-1.402
-0.216,0.168,-1.43
-0.206,0.114,-1.485
-0.21,0.111,-1.51
-0.214,0.143,-1.548
-0.213,0.163,-1.578
-0.231,0.23,-1.587
-0.24,0.326,-1.598
-0.269,0.377,-1.624
-0.307,0.471,-1.627
-0.329,0.559,-1.64
-0.359,0.59,-1.644
-0.357,0.605,-1.642
-0.347,0.57,-1.62
-0.329,0.535,-1.596
-0.305,0.48,-1.519
-0.283,0.438,-1.417
-0.224,0.334,-1.365
-0.202,0.241,-1.259
-0.174,0.21,-1.137
-0.163,0.162,-1.082
-0.16,0.124,-0.998
-0.178,0.114,-0.97
-0.196,0.122,-0.913
-0.203,0.128,-0.879
-0.221,0.098,-0.871
-0.358,0.059,-0.848
-0.28,0.01,-0.821
-0.282,-0.026,-0.781
-0.28,-0.097,-0.763
-0.264,-0.134,-0.755
-0.256,-0.158,-0.749
-0.253,-0.218,-0.715
-0.259,-0.26,-0.697
-0.261,-0.293,-0.675
-0.265,-0.303,-0.67
-0.272,-0.311,-0.664
-0.288,-0.308,-0.638
-0.299,-0.305,-0.595
-0.328,-0.304,-0.573
-0.345,-0.293,-0.533
-0.375,-0.302,-0.471
-0.382,-0.328,-0.442
-0.39,-0.313,-0.405
-0.412,-0.304,-0.365
-0.419,-0.329,-0.34
-0.417,-0.361,-0.306
-0.423,-0.365,-0.31
-0.429,-0.383,-0.322
-0.421,-0.39,-0.34
-0.401,-0.388,-0.361
-0.397,-0.402,-0.374
-0.39,-0.432,-0.366
-0.384,-0.45,-0.353
-0.381,-0.469,-0.367
-0.245,0.48,-1.341
-0.26,0.533,-1.348
-0.264,0.57,-1.367
-0.269,0.583,-1.379
-0.267,0.586,-1.396
-0.259,0.545,-1.409
-0.242,0.508,-1.427
-0.216,0.443,-1.435
-0.204,0.359,-1.432
-0.183,0.323,-1.395
-0.164,0.275,-1.372
-0.155,0.227,-1.32
-0.133,0.206,-1.282
-0.002,0.164,-1.192
-0.117,0.146,-1.102
-0.116,0.117,-1.064
-0.121,0.081,-1.016
-0.143,0.069,-0.981
-0.17,0.052,-0.969
-0.199,0.029,-0.953
-0.213,-0.003,-0.922
-0.238,-0.065,-0.896
-0.245,-0.102,-0.844
-0.238,-0.134,-0.797
-0.233,-0.162,-0.739
-0.227,-0.222,-0.704
-0.224,-0.261,-0.656
-0.218,-0.28,-0.514
-0.229,-0.299,-0.613
-0.252,-0.287,-0.598
-0.281,-0.259,-0.601
-0.289,-0.268,-0.594
-0.305,-0.273,-0.561
-0.33,-0.262,-0.544
-0.34,-0.256,-0.512
-0.35,-0.281,-0.461
-0.338,-0.329,-0.442
-0.339,-0.308,-0.439
-0.354,-0.298,-0.429
-0.37,-0.316,-0.418
-0.379,-0.333,-0.385
-0.398,-0.335,-0.357
-0.428,-0.332,-0.335
-0.439,-0.338,-0.294
-0.447,-0.336,-0.268
-0.472,-0.33,-0.262
-0.489,-0.327,-0.251
-0.498,-0.331,-0.254
-0.5,-0.333,-0.279
-0.505,-0.331,-0.316
-0.494,-0.325,-0.341
-0.483,-0.363,-0.407
-0.444,-0.393,-0.476
-0.409,-0.435,-0.509
-0.401,-0.457,-0.563
-0.395,-0.468,-0.566
-0.392,-0.517,-0.529
-0.392,-0.53,-0.476
-0.398,-0.546,-0.447
-0.404,-0.555,-0.385
-0.424,-0.552,-0.343
-0.45,-0.544,-0.331
-0.464,-0.547,-0.324
-0.486,-0.551,-0.338
-0.516,-0.544,-0.357
-0.53,-0.553,-0.392
-0.529,-0.563,-0.41
-0.519,-0.576,-0.425
-0.517,-0.571,-0.486
-0.51,-0.577,-0.535
-0.489,-0.594,-0.555
-0.484,-0.622,-0.595
-0.471,-0.63,-0.628
-0.449,-0.628,-0.633
-0.431,-0.655,-0.632
-0.426,-0.665,-0.637
-0.413,-0.671,-0.639
-0.409,-0.68,-0.638
-0.41,-0.684,-0.628
-0.419,-0.686,-0.616
-0.427,-0.687,-0.578
-0.431,-0.685,-0.538
-0.442,-0.679,-0.52
-0.449,-0.673,-0.483
-0.462,-0.669,-0.464
-0.477,-0.656,-0.463
-0.501,-0.625,-0.464
-0.511,-0.599,-0.459
-0.516,-0.59,-0.455
-0.521,-0.577,-0.457
-0.532,-0.556,-0.463
-0.536,-0.529,-0.469
-0.544,-0.516,-0.47
-0.556,-0.487,-0.464
-0.563,-0.46,-0.453
-0.576,-0.44,-0.439
-0.585,-0.43,-0.426
-0.581,-0.414,-0.427
-0.575,-0.4,-0.44
-0.572,-0.385,-0.455
-0.57,-0.374,-0.47
-0.559,-0.366,-0.479
-0.542,-0.373,-0.504
-0.501,-0.37,-0.55
-0.47,-0.374,-0.614
-0.448,-0.382,-0.67
-0.432,-0.386,-0.707
-0.413,-0.398,-0.715
-0.411,-0.407,-0.715
-0.405,-0.423,-0.698
-0.397,-0.426,-0.655
-0.409,-0.418,-0.63
-0.439,-0.403,-0.561
-0.453,-0.372,-0.488
-0.469,-0.361,-0.427
-0.479,-0.333,-0.402
-0.484,-0.309,-0.369
-0.498,-0.266,-0.367
-0.5,-0.249,-0.395
-0.212,0.346,-1.575
-0.023,0.312,-1.402
-0.02,0.285,-1.373
-0.094,0.242,-1.381
-0.141,0.33,-1.359
-0.147,0.163,-1.398
-0.295,0.361,-1.392
-0.175,0.333,-1.287
-0.208,0.392,-1.357
-0.222,0.404,-1.335
-0.176,0.332,-1.208
-0.208,0.318,-1.199
-0.239,0.287,-1.189
-0.267,0.306,-1.253
-0.256,0.35,-1.216
-0.218,0.393,-1.189
-0.195,0.365,-1.113
-0.214,0.331,-1.097
-0.253,0.319,-1.096
-0.267,0.353,-1.101
-0.256,0.384,-1.08
-0.224,0.357,-1.062
-0.236,0.337,-1.08
-0.246,0.335,-1.059
-0.237,0.335,-1.05
-0.236,0.315,-1.043
-0.238,0.303,-1.04
-0.248,0.317,-1.03
-0.244,0.323,-0.993
-0.236,0.326,-0.981
-0.237,0.322,-0.964
-0.241,0.322,-0.954
-0.235,0.325,-0.929
-0.233,0.322,-0.918
-0.229,0.328,-0.913
-0.218,0.344,-0.897
-0.213,0.343,-0.883
-0.207,0.34,-0.882
-0.204,0.353,-0.889
-0.222,0.358,-0.874
-0.204,0.339,-0.871
-0.214,0.346,-0.939
-0.196,0.357,-0.914
-0.185,0.352,-0.93
-0.187,0.333,-0.964
-0.189,0.297,-0.984
-0.192,0.288,-1.008
-0.187,0.278,-1.037
-0.173,0.27,-1.046
-0.169,0.257,-1.071
-0.169,0.25,-1.083
-0.179,0.228,-1.101
-0.181,0.218,-1.118
-0.184,0.203,-1.125
-0.187,0.205,-1.127
-0.197,0.216,-1.125
-0.191,0.236,-1.124
-0.182,0.236,-1.13
-0.184,0.222,-1.139
-0.187,0.211,-1.145
-0.179,0.19,-1.149
-0.168,0.172,-1.174
-0.166,0.163,-1.196
-0.158,0.161,-1.214
-0.155,0.158,-1.24
-0.151,0.156,-1.255
-0.162,0.16,-1.262
-0.17,0.187,-1.267
-0.183,0.197,-1.26
-0.2,0.229,-1.254
-0.207,0.252,-1.245
-0.212,0.246,-1.243
-0.204,0.207,-1.248
-0.203,0.163,-1.233
-0.189,0.143,-1.207
-0.164,0.095,-1.194
-0.158,0.032,-1.173
-0.161,-0.012,-1.152
-0.152,-0.027,-1.14
-0.128,-0.056,-1.14
-0.125,-0.065,-1.145
-0.156,-0.031,-1.142
-0.203,-0.02,-1.129
-0.24,-0.025,-1.113
-0.266,-0.041,-1.078
-0.272,-0.045,-1.05
-0.277,-0.055,-1.014
-0.28,-0.091,-0.987
-0.285,-0.129,-0.919
-0.281,-0.185,-0.871
-0.262,-0.215,-0.841
-0.24,-0.25,-0.829
-0.236,-0.268,-0.833
-0.24,-0.274,-0.837
-0.247,-0.262,-0.839
-0.268,-0.256,-0.832
-0.281,-0.263,-0.821
-0.286,-0.272,-0.778
-0.287,-0.266,-0.736
-0.285,-0.264,-0.711
-0.288,-0.285,-0.696
-0.287,-0.31,-0.656
-0.288,-0.315,-0.615
-0.303,-0.315,-0.601
-0.319,-0.318,-0.561
-0.327,-0.341,-0.523
-0.33,-0.349,-0.489
-0.341,-0.35,-0.477
-0.349,-0.357,-0.446
-0.358,-0.365,-0.415
-0.359,-0.391,-0.406
-0.363,-0.396,-0.405
-0.379,-0.391,-0.403
-0.384,-0.39,-0.395
-0.387,-0.386,-0.386
-0.397,-0.386,-0.376
-0.387,-0.408,-0.374
-0.375,-0.447,-0.386
-0.363,-0.459,-0.416
-0.177,0.437,-1.455
-0.205,0.529,-1.479
-0.212,0.552,-1.484
-0.225,0.546,-1.491
-0.232,0.551,-1.498
-0.214,0.558,-1.467
-0.146,0.518,-1.455
-0.102,0.424,-1.451
-0.081,0.347,-1.423
-0.062,0.307,-1.403
-0.041,0.225,-1.41
-0.039,0.16,-1.406
-0.051,0.146,-1.356
-0.061,0.131,-1.334
-0.084,0.102,-1.295
-0.114,0.102,-1.228
-0.124,0.093,-1.147
-0.138,0.077,-1.062
-0.143,0.025,-1.02
-0.15,-0.021,-0.944
-0.145,-0.039,-0.899
-0.128,-0.107,-0.899
-0.124,-0.175,-0.895
-0.132,-0.184,-0.874
-0.116,-0.208,-0.877
-0.104,-0.272,-0.911
-0.104,-0.291,-0.929
-0.121,-0.292,-0.921
-0.133,-0.294,-0.886
-0.142,-0.301,-0.823
-0.164,-0.28,-0.746
-0.177,-0.272,-0.661
-0.181,-0.29,-0.625
-0.197,-0.301,-0.556
-0.235,-0.298,-0.475
-0.241,-0.305,-0.446
-0.267,-0.312,-0.423
-0.294,-0.305,-0.386
-0.346,-0.294,-0.36
-0.492,-0.284,-0.31
-0.402,-0.284,-0.25
-0.424,-0.288,-0.19
-0.454,-0.286,-0.146
-0.468,-0.279,-0.109
-0.493,-0.282,-0.103
-0.499,-0.297,-0.095
-0.502,-0.303,-0.095
-0.491,-0.312,-0.123
-0.468,-0.33,-0.142
-0.459,-0.363,-0.152
-0.451,-0.392,-0.177
-0.441,-0.401,-0.217
-0.427,-0.414,-0.238
-0.415,-0.444,-0.293
-0.392,-0.458,-0.344
-0.402,-0.478,-0.373
-0.409,-0.491,-0.38
-0.413,-0.501,-0.365
-0.417,-0.503,-0.332
-0.429,-0.517,-0.322
-0.44,-0.531,-0.298
-0.444,-0.554,-0.266
-0.45,-0.576,-0.242
-0.449,-0.599,-0.237
-0.453,-0.606,-0.239
-0.454,-0.62,-0.248
-0.452,-0.63,-0.262
-0.451,-0.628,-0.289
-0.456,-0.618,-0.301
-0.459,-0.603,-0.32
-0.468,-0.598,-0.336
-0.476,-0.59,-0.341
-0.482,-0.581,-0.358
-0.484,-0.58,-0.387
-0.484,-0.577,-0.424
-0.476,-0.582,-0.439
-0.468,-0.596,-0.442
-0.465,-0.598,-0.447
-0.46,-0.599,-0.444
-0.456,-0.602,-0.45
-0.463,-0.596,-0.458
-0.462,-0.597,-0.456
-0.456,-0.6,-0.438
-0.453,-0.596,-0.428
-0.452,-0.578,-0.406
-0.448,-0.575,-0.385
-0.43,-0.565,-0.383
-0.419,-0.565,-0.391
-0.416,-0.554,-0.417
-0.414,-0.525,-0.457
-0.41,-0.504,-0.478
-0.391,-0.463,-0.528
-0.342,-0.426,-0.56
-0.308,-0.437,-0.663
-0.304,-0.452,-0.752
-0.294,-0.458,-0.784
-0.291,-0.435,-0.84
-0.293,-0.416,-0.885
-0.29,-0.41,-0.91
-0.287,-0.41,-0.907
-0.291,-0.412,-0.895
-0.298,-0.419,-0.854
-0.301,-0.417,-0.827
-0.295,-0.407,-0.804
-0.293,-0.392,-0.754
-0.301,-0.387,-0.719
-0.306,-0.378,-0.68
-0.313,-0.364,-0.667
-0.317,-0.322,-0.643
-0.334,-0.298,-0.631
-0.342,-0.256,-0.633
-0.338,-0.214,-0.643
-0.313,-0.189,-0.677
-0.287,-0.142,-0.703
-0.283,-0.107,-0.766
-0.267,-0.083,-0.803
-0.236,-0.054,-0.896
-0.225,-0.055,-0.992
-0.21,-0.066,-1.057
-0.681,0.299,-1.127
-0.754,0.299,-1.029
-0.677,0.337,-0.924
-0.593,0.321,-0.888
-0.54,0.334,-0.871
-0.52,0.351,-0.843
-0.522,0.332,-0.833
-0.523,0.312,-0.807
-0.508,0.308,-0.762
-0.499,0.302,-0.756
-0.497,0.282,-0.739
-0.483,0.256,-0.733
-0.463,0.286,-0.739
-0.318,0.511,-0.631
-0.256,0.175,-0.674
-0.585,0.363,-0.935
-0.369,0.385,-0.701
-0.372,0.325,-0.736
-0.422,0.234,-0.787
-0.461,0.328,-0.777
-0.478,0.301,-0.698
-0.508,0.292,-0.692
-0.56,0.259,-0.694
-0.586,0.365,-0.668
-0.579,0.413,-0.644
-0.549,0.428,-0.616
-0.533,0.444,-0.62
-0.544,0.449,-0.647
-0.537,0.476,-0.67
-0.525,0.467,-0.704
-0.571,0.406,-0.716
-0.589,0.389,-0.71
-0.599,0.378,-0.696
-0.615,0.36,-0.694
-0.622,0.359,-0.666
-0.617,0.37,-0.611
-0.606,0.394,-0.569
-0.603,0.407,-0.523
-0.595,0.406,-0.517
-0.565,0.419,-0.529
-0.557,0.426,-0.581
-0.542,0.444,-0.6
-0.537,0.473,-0.628
-0.535,0.502,-0.632
-0.532,0.529,-0.682
-0.537,0.49,-0.959
-0.458,0.431,-0.816
-0.458,0.531,-0.669
-0.42,0.495,-0.605
-0.396,0.473,-0.656
-0.369,0.405,-0.64
-0.384,0.358,-0.692
-0.328,0.351,-0.806
-0.323,0.427,-0.834
-0.337,0.512,-0.884
-0.366,0.579,-0.839
-0.406,0.587,-0.83
-0.423,0.509,-0.752
-0.444,0.46,-0.644
-0.493,0.455,-0.557
-0.517,0.427,-0.489
-0.556,0.457,-0.484
-0.584,0.469,-0.49
-0.572,0.426,-0.577
-0.565,0.455,-0.614
-0.561,0.372,-0.721
-0.544,0.318,-0.785
-0.531,0.325,-0.836
-0.572,0.185,-0.888
-0.567,0.179,-0.872
-0.587,0.187,-0.997
-0.623,0.183,-0.889
-0.635,0.167,-0.878
-0.597,0.16,-0.868
-0.577,0.188,-0.86
-0.537,0.216,-0.836
-0.481,0.269,-0.841
-0.465,0.298,-0.828
-0.408,0.353,-0.799
-0.464,0.495,-0.767
-0.489,0.267,-0.892
-0.428,0.039,-0.993
-0.399,0.157,-0.856
-0.437,0.323,-0.782
-0.523,0.335,-0.805
-0.551,0.316,-0.868
-0.525,0.295,-0.873
-0.452,0.284,-0.847
-0.389,0.27,-0.827
-0.383,0.259,-0.828
-0.414,0.243,-0.826
-0.432,0.231,-0.807
-0.291,0.231,-0.63
-0.313,0.216,-0.5
-0.359,0.155,-0.541
-0.406,0.141,-0.683
-0.521,0.138,-0.886
-0.613,0.203,-0.967
-0.615,0.329,-0.997
-0.547,0.366,-0.942
-0.442,0.421,-0.911
-0.399,0.452,-0.906
-0.33,0.472,-0.91
-0.303,0.451,-0.929
-0.305,0.414,-1.028
-0.282,0.388,-1.043
-0.227,0.32,-0.986
-0.205,0.306,-0.896
-0.195,0.325,-0.851
-0.207,0.361,-0.844
-0.215,0.364,-0.846
-0.2,0.362,-0.823
-0.217,0.371,-0.819
-0.235,0.386,-0.832
-0.262,0.409,-0.832
-0.286,0.434,-0.846
-0.3,0.464,-0.868
-0.298,0.526,-0.869
-0.293,0.546,-0.846
-0.631,-0.032,-1.499
-0.572,-0.1,-1.543
-0.412,-0.023,-1.487
-0.332,0.07,-1.311
-0.196,0.184,-1.048
-0.171,0.241,-0.943
-0.187,0.309,-0.837
-0.229,0.292,-0.832
-0.267,0.267,-0.921
-0.274,0.206,-0.964
-0.27,0.172,-1.026
-0.264,0.163,-1.073
-0.25,0.173,-1.103
-0.245,0.201,-1.127
-0.253,0.19,-1.189
-0.273,0.155,-1.278
-0.305,0.12,-1.322
-0.278,0.019,-1.407
-0.238,-0.068,-1.466
-0.142,-0.107,-1.451
-0.076,-0.172,-1.428
-0.065,-0.233,-1.362
-0.087,-0.248,-1.275
-0.139,-0.305,-1.259
-0.166,-0.223,-1.235
-0.161,-0.203,-1.2
-0.154,-0.169,-1.184
-0.145,-0.094,-1.163
-0.135,-0.047,-1.162
-0.119,0.072,-1.139
-0.121,0.088,-1.129
-0.134,0.087,-1.106
