Accel_x,Accel_y,Accel_z
-0.123,0.067,-1.08
-0.118,0.02,-1.049
-0.073,-0.016,-1.061
-0.032,-0.113,-1.067
-0.02,-0.188,-1.07
0,-0.217,-1.058
0.022,-0.291,-1.053
0.034,-0.301,-1.052
0.042,-0.295,-1.049
0.037,-0.295,-1.048
0.035,-0.286,-1.057
0.043,-0.234,-1.056
0.052,-0.239,-1.032
0.051,-0.254,-0.997
0.016,-0.293,-0.99
-0.003,-0.356,-0.99
-0.03,-0.389,-0.963
-0.038,-0.431,-0.947
-0.041,-0.46,-0.93
-0.028,-0.479,-0.914
-0.019,-0.509,-0.912
-0.028,-0.511,-0.909
-0.035,-0.511,-0.885
-0.031,-0.514,-0.864
-0.023,-0.53,-0.824
-0.016,-0.542,-0.793
-0.026,-0.558,-0.782
-0.028,-0.566,-0.749
-0.032,-0.569,-0.707
-0.054,-0.569,-0.69
-0.081,-0.561,-0.66
-0.098,-0.557,-0.646
-0.105,-0.552,-0.634
-0.114,-0.541,-0.625
-0.139,-0.549,-0.603
-0.152,-0.55,-0.569
-0.176,-0.544,-0.555
-0.203,-0.529,-0.531
-0.216,-0.52,-0.5
-0.23,-0.517,-0.481
-0.238,-0.508,-0.44
-0.244,-0.504,-0.407
-0.261,-0.499,-0.388
-0.275,-0.494,-0.378
-0.271,-0.509,-0.365
-0.267,-0.517,-0.376
-0.248,-0.534,-0.379
-0.236,-0.562,-0.38
-0.234,-0.574,-0.384
-0.227,-0.588,-0.387
-0.217,-0.592,-0.395
-0.211,-0.594,-0.397
-0.2,-0.602,-0.403
-0.197,-0.606,-0.409
-0.198,-0.611,-0.416
-0.199,-0.623,-0.414
-0.203,-0.628,-0.411
-0.212,-0.627,-0.416
-0.23,-0.63,-0.401
-0.242,-0.637,-0.393
-0.245,-0.643,-0.378
-0.252,-0.647,-0.366
-0.257,-0.649,-0.344
-0.254,-0.645,-0.332
-0.261,-0.644,-0.324
-0.274,-0.645,-0.313
-0.287,-0.649,-0.306
-0.311,-0.647,-0.312
-0.327,-0.633,-0.317
-0.337,-0.629,-0.333
-0.351,-0.629,-0.352
-0.346,-0.632,-0.367
-0.333,-0.63,-0.407
-0.324,-0.629,-0.463
-0.311,-0.63,-0.516
-0.287,-0.635,-0.539
-0.286,-0.617,-0.595
-0.259,-0.624,-0.633
-0.228,-0.643,-0.651
-0.21,-0.668,-0.68
-0.206,-0.679,-0.69
-0.203,-0.689,-0.691
-0.205,-0.687,-0.694
-0.206,-0.686,-0.688
-0.216,-0.679,-0.678
-0.229,-0.662,-0.658
-0.245,-0.659,-0.652
-0.061,0.69,-1.357
-0.119,0.693,-1.075
-0.113,0.564,-0.907
-0.075,0.407,-0.681
-0.046,0.205,-0.61
0.032,0.185,-0.619
0.063,0.132,-0.715
0.087,0.141,-0.885
0.035,0.216,-0.982
-0.005,0.308,-1.132
-0.063,0.378,-1.18
-0.106,0.489,-1.245
-0.127,0.513,-1.221
-0.149,0.533,-1.182
-0.142,0.527,-1.087
-0.127,0.507,-1.003
-0.092,0.486,-0.975
-0.056,0.426,-0.937
-0.044,0.407,-0.928
-0.025,0.39,-0.941
-0.025,0.43,-0.981
-0.065,0.444,-1.033
-0.121,0.447,-1.066
-0.144,0.443,-1.118
-0.173,0.45,-1.145
-0.172,0.474,-1.144
-0.163,0.489,-1.112
-0.146,0.489,-1.026
-0.122,0.468,-0.974
-0.108,0.446,-0.87
-0.094,0.436,-0.788
-0.096,0.437,-0.725
-0.118,0.458,-0.696
-0.121,0.454,-0.649
-0.115,0.449,-0.62
-0.148,0.487,-0.602
-0.161,0.437,-0.61
-0.15,0.403,-0.664
-0.111,0.386,-0.692
-0.095,0.44,-0.756
-0.073,0.472,-0.792
-0.072,0.501,-0.846
-0.072,0.507,-0.877
-0.074,0.498,-0.895
-0.134,0.439,-1.093
-0.094,0.434,-1.036
0.017,0.445,-0.958
0.066,0.445,-0.809
0.115,0.468,-0.735
0.094,0.476,-0.733
0.075,0.606,-0.738
0.026,0.515,-0.751
-0.124,0.512,-0.723
-0.038,0.516,-0.698
-0.069,0.506,-0.69
-0.102,0.518,-0.641
-0.166,0.535,-0.587
-0.217,0.52,-0.57
-0.236,0.468,-0.558
-0.242,0.441,-0.55
-0.226,0.36,-0.547
-0.205,0.321,-0.563
-0.153,0.253,-0.591
-0.084,0.241,-0.665
-0.05,0.267,-0.734
0.015,0.286,-0.763
0.056,0.345,-0.811
0.071,0.406,-0.848
0.083,0.434,-0.857
0.081,0.474,-0.85
0.053,0.505,-0.75
-0.019,0.441,-0.797
0.114,0.305,-0.949
0.123,0.524,-0.957
0.072,0.572,-0.964
0.063,0.582,-1.001
0.072,0.59,-1.016
0.054,0.621,-1.021
0.023,0.613,-1.095
-0.093,0.62,-1.178
-0.158,0.708,-1.299
-0.162,0.821,-1.334
-0.144,0.869,-1.3
-0.148,0.885,-1.147
-0.178,0.866,-0.978
-0.239,0.851,-0.888
-0.228,0.829,-0.677
-0.084,0.814,-0.524
-0.081,0.672,-0.515
-0.204,0.593,-0.502
-0.209,0.648,-0.377
-0.17,0.639,-0.295
-0.209,0.606,-0.432
-0.252,0.502,-0.49
-0.264,0.484,-0.537
-0.271,0.506,-0.539
-0.291,0.578,-0.591
-0.295,0.6,-0.588
-0.264,0.654,-0.589
-0.24,0.686,-0.586
-0.196,0.701,-0.597
-0.17,0.773,-0.581
-0.166,0.861,-0.54
-0.151,0.872,-0.502
-0.127,0.852,-0.467
-0.096,0.825,-0.395
-0.076,0.83,-0.31
-0.041,0.891,-0.225
-0.046,0.854,-0.246
-0.042,0.769,-0.305
-0.11,0.7,-0.346
-0.142,0.609,-0.434
-0.213,0.48,-0.652
-0.294,0.491,-0.698
-0.334,0.55,-0.764
-0.333,0.64,-0.785
-0.29,0.725,-0.982
-0.293,0.886,-1.09
-0.246,0.985,-1.234
-0.089,0.845,-1.158
-0.064,0.693,-0.944
-0.066,0.61,-0.717
-0.074,0.562,-0.622
-0.07,0.524,-0.463
-0.079,0.548,-0.405
-0.152,0.629,-0.425
-0.274,0.643,-0.547
-0.302,0.651,-0.599
-0.311,0.676,-0.628
-0.302,0.71,-0.674
-0.25,0.742,-0.668
-0.224,0.774,-0.646
-0.194,0.788,-0.652
-0.151,0.803,-0.669
-0.134,0.844,-0.723
-0.077,0.861,-0.737
-0.008,0.877,-0.737
0.017,0.92,-0.725
0.045,0.947,-0.713
0.039,0.958,-0.705
0.022,0.951,-0.676
-0.035,0.923,-0.657
-0.067,0.877,-0.599
-0.132,0.85,-0.546
-0.187,0.809,-0.524
-0.21,0.787,-0.505
-0.238,0.773,-0.494
-0.248,0.759,-0.489
-0.262,0.766,-0.5
-0.301,0.817,-0.517
-0.284,0.794,-0.51
-0.26,0.778,-0.478
-0.224,0.789,-0.465
-0.198,0.824,-0.451
-0.183,0.813,-0.433
-0.153,0.787,-0.419
-0.126,0.764,-0.384
-0.119,0.757,-0.353
-0.117,0.748,-0.342
-0.122,0.73,-0.32
-0.135,0.723,-0.301
-0.164,0.715,-0.303
-0.181,0.73,-0.314
-0.194,0.746,-0.338
-0.191,0.798,-0.352
-0.18,0.858,-0.38
-0.162,0.892,-0.412
-0.151,0.94,-0.423
-0.149,0.973,-0.441
-0.152,1.003,-0.446
-0.152,1.012,-0.443
-0.125,1.043,-0.43
-0.093,1.066,-0.414
-0.074,1.058,-0.421
-0.078,1.064,-0.416
-0.078,1.074,-0.397
-0.066,1.08,-0.373
-0.048,1.09,-0.366
-0.038,1.095,-0.363
-0.055,1.095,-0.366
-0.102,1.174,-0.48
-0.138,1.171,-0.855
-0.111,1.14,-0.815
-0.117,1.169,-0.721
-0.108,1.128,-0.549
-0.114,1.043,-0.409
-0.157,0.941,-0.368
-0.154,0.872,-0.212
-0.153,0.892,-0.147
-0.193,0.904,-0.143
-0.226,1.001,-0.108
-0.193,1.004,0.315
0.113,0.988,0.498
0.008,0.732,0.189
-0.191,0.605,0.071
-0.29,0.447,-0.163
-0.603,0.397,-0.374
-0.824,0.34,-0.452
-0.792,0.719,-0.296
-0.771,0.878,-0.235
-0.782,0.979,-0.204
-0.753,0.97,-0.207
-0.64,0.996,-0.19
-0.57,1.054,-0.149
-0.464,1.103,-0.117
-0.435,1.186,-0.072
-0.427,1.207,-0.032
-0.417,1.187,-0.022
-0.43,1.115,-0.009
-0.434,1.082,0.047
-0.457,1.041,0.087
-0.471,1.007,0.133
-0.48,0.971,0.123
-0.457,0.884,0.131
-0.41,0.808,0.152
-0.391,0.773,0.19
-0.319,0.717,0.233
-0.292,0.661,0.315
-0.232,0.632,0.398
-0.141,0.554,0.434
-0.106,0.509,0.459
-0.09,0.439,0.471
-0.099,0.443,0.523
-0.109,0.481,0.566
-0.132,0.594,0.676
-0.194,0.638,0.692
-0.254,0.673,0.664
-0.287,0.641,0.582
-0.343,0.607,0.56
-0.364,0.52,0.558
-0.41,0.475,0.602
-0.456,0.351,0.623
-0.489,0.322,0.659
-0.506,0.271,0.689
-0.507,0.269,0.706
-0.497,0.276,0.741
-0.489,0.289,0.74
-0.49,0.354,0.721
-0.57,0.703,0.818
-0.442,0.685,0.891
-0.438,0.715,0.82
-0.49,0.868,0.847
-0.442,0.748,0.902
-0.383,0.714,0.923
-0.487,0.633,0.86
-0.434,0.693,0.823
-0.457,0.704,0.791
-0.45,0.708,0.778
-0.454,0.662,0.774
-0.518,0.657,0.773
-0.533,0.676,0.817
-0.499,0.706,0.876
-0.482,0.737,0.872
-0.464,0.74,0.83
-0.45,0.697,0.784
-0.454,0.645,0.751
-0.492,0.52,0.7
-0.521,0.498,0.673
-0.466,0.488,0.696
-0.423,0.508,0.767
-0.382,0.586,0.797
-0.392,0.657,0.833
-0.452,0.665,0.849
-0.472,0.672,0.891
-0.471,0.676,0.909
-0.452,0.668,0.91
-0.412,0.62,0.934
-0.429,0.626,0.797
-0.49,0.685,0.751
-0.406,0.657,0.773
-0.2,0.548,0.882
-0.102,0.478,0.908
-0.086,0.441,0.869
0.214,0.374,0.992
0.271,0.366,1.026
0.111,0.45,0.956
-0.116,0.524,0.478
-1.235,1.016,0.01
-1.509,1.26,-0.081
-1.011,1.126,0.636
-0.508,0.645,0.87
-0.34,0.342,1.032
-0.247,0.316,0.901
-0.375,0.369,0.796
-0.448,0.447,0.646
-0.522,0.469,0.627
-0.478,0.479,0.707
-0.432,0.484,0.864
-0.38,0.519,0.902
-0.385,0.6,0.885
-0.4,0.641,0.817
-0.386,0.696,0.791
-0.341,0.693,0.769
-0.313,0.69,0.773
-0.282,0.664,0.767
-0.274,0.635,0.745
-0.264,0.625,0.734
-0.258,0.621,0.728
-0.251,0.624,0.733
-0.252,0.652,0.741
-0.257,0.672,0.76
-0.257,0.673,0.771
-0.256,0.684,0.788
-0.257,0.695,0.789
-0.26,0.676,0.789
-0.26,0.67,0.784
-0.253,0.671,0.779
-0.237,0.652,0.754
-0.228,0.625,0.734
-0.224,0.617,0.862
-0.24,0.614,0.758
-0.196,0.789,0.908
-0.137,0.813,0.81
-0.254,0.703,0.71
-0.303,0.488,0.673
-0.375,0.434,0.8
-0.408,0.389,0.841
-0.404,0.385,0.852
-0.369,0.414,0.859
-0.352,0.488,0.906
-0.343,0.508,0.909
-0.307,0.504,0.862
-0.316,0.522,0.831
-0.332,0.528,0.855
-0.367,0.51,0.867
-0.375,0.506,0.875
-0.341,0.512,0.886
-0.304,0.523,0.871
-0.316,0.529,0.87
-0.35,0.525,0.864
-0.356,0.505,0.852
-0.333,0.492,0.838
-0.321,0.47,0.826
-0.324,0.483,0.823
-0.344,0.502,0.817
-0.343,0.525,0.788
-0.314,0.525,0.775
-0.243,0.531,0.772
-0.22,0.558,0.748
-0.207,0.57,0.725
-0.205,0.569,0.683
-0.205,0.557,0.679
-0.185,0.473,0.66
-0.188,0.426,0.683
-0.263,0.38,0.721
-0.323,0.386,0.828
-0.418,0.375,0.848
-0.419,0.377,0.918
-0.409,0.4,1.017
-0.403,0.468,1.073
-0.41,0.47,1.115
-0.421,0.442,1.063
-0.348,0.376,0.952
-0.291,0.377,0.932
-0.254,0.491,0.884
-0.245,0.624,0.907
-0.248,0.766,0.995
-0.208,0.746,1.04
-0.325,0.481,0.944
-0.383,0.37,0.91
-0.426,0.413,0.915
-0.561,0.457,1.018
-0.462,0.394,0.874
-0.42,0.385,0.873
-0.379,0.386,0.863
-0.329,0.399,0.871
-0.334,0.417,0.842
-0.367,0.452,0.828
-0.389,0.455,0.813
-0.398,0.439,0.795
-0.393,0.409,0.788
-0.383,0.397,0.778
-0.371,0.394,0.791
-0.373,0.391,0.824
-0.4,0.382,0.856
-0.443,0.364,0.868
-0.452,0.355,0.903
-0.465,0.347,0.91
-0.442,0.356,0.92
-0.427,0.372,0.932
-0.431,0.409,0.932
-0.431,0.406,0.936
-0.454,0.402,0.925
-0.456,0.37,0.908
-0.466,0.372,0.899
-0.431,0.37,0.898
-0.412,0.356,0.906
-0.402,0.326,0.905
-0.412,0.327,0.93
-0.431,0.319,0.85
-0.432,0.293,0.85
-0.395,0.312,0.845
-0.358,0.321,0.821
-0.355,0.312,0.813
-0.347,0.32,0.819
-0.347,0.363,0.82
-0.35,0.412,0.834
-0.368,0.435,0.841
-0.352,0.461,0.862
-0.325,0.489,0.878
-0.275,0.524,0.892
-0.285,0.577,0.921
-0.348,0.575,0.951
-0.388,0.534,0.964
-0.409,0.505,0.967
-0.412,0.499,0.942
-0.395,0.488,0.933
-0.386,0.461,0.914
-0.388,0.438,0.884
-0.415,0.399,0.871
-0.422,0.389,0.844
-0.409,0.386,0.831
-0.398,0.404,0.813
-0.392,0.421,0.808
-0.398,0.436,0.814
-0.424,0.406,0.82
-0.433,0.392,0.826
-0.436,0.374,0.823
-0.418,0.371,0.821
-0.372,0.386,0.815
-0.324,0.395,0.816
-0.317,0.417,0.817
-0.325,0.425,0.827
-0.341,0.421,0.836
-0.346,0.407,0.85
-0.362,0.402,0.859
-0.368,0.392,0.861
-0.372,0.401,0.86
-0.372,0.405,0.86
-0.364,0.417,0.854
-0.35,0.427,0.84
-0.336,0.432,0.831
-0.331,0.441,0.82
-0.324,0.446,0.813
-0.316,0.462,0.804
-0.262,0.483,0.807
-0.231,0.558,0.818
-0.244,0.604,0.836
-0.253,0.605,0.853
-0.278,0.592,0.861
-0.292,0.58,0.873
-0.305,0.57,0.885
-0.326,0.555,0.894
-0.346,0.534,0.904
-0.354,0.521,0.92
-0.364,0.512,0.928
-0.381,0.503,0.927
-0.388,0.482,0.916
-0.395,0.47,0.911
-0.397,0.451,0.905
-0.399,0.44,0.893
-0.399,0.429,0.887
-0.4,0.416,0.862
-0.379,0.412,0.85
-0.35,0.404,0.844
-0.339,0.397,0.837
-0.325,0.394,0.834
-0.32,0.387,0.838
-0.315,0.386,0.838
-0.31,0.378,0.842
-0.307,0.378,0.844
-0.293,0.38,0.843
-0.281,0.382,0.838
-0.275,0.385,0.829
-0.26,0.39,0.826
-0.232,0.405,0.817
-0.233,0.405,0.785
-0.212,0.409,0.782
-0.203,0.417,0.806
-0.242,0.533,0.865
-0.244,0.421,0.94
-0.23,0.339,0.807
-0.202,0.334,0.821
-0.207,0.456,0.874
-0.113,0.463,0.88
-0.08,0.369,0.88
-0.802,2.385,0.453
-0.803,1.943,0.574
-0.62,0.827,0.599
-0.609,0.448,0.766
-0.683,0.419,0.942
-0.75,0.385,1.025
-0.766,0.292,1.087
-0.733,0.378,1.066
-0.655,0.411,0.971
-0.525,0.432,0.861
-0.414,0.45,0.804
-0.343,0.508,0.797
-0.315,0.536,0.816
-0.287,0.569,0.831
-0.286,0.594,0.861
-0.343,0.618,0.874
-0.354,0.636,0.883
-0.337,0.649,0.91
-0.313,0.647,0.907
-0.355,0.673,0.867
-0.384,0.742,0.85
-0.399,0.812,0.822
-0.38,0.74,0.744
-0.347,0.685,0.683
-0.351,0.626,0.677
-0.36,0.582,0.673
-0.377,0.555,0.675
-0.385,0.554,0.717
-0.396,0.565,0.767
-0.367,0.557,0.788
-0.355,0.541,0.819
-0.346,0.521,0.836
-0.344,0.5,0.874
-0.341,0.486,0.895
-0.332,0.443,0.944
-0.332,0.42,0.992
-0.327,0.417,0.998
-0.337,0.455,0.991
-0.343,0.578,0.952
-0.348,0.635,0.912
-0.35,0.73,0.797
-0.352,0.776,0.742
-0.355,0.839,0.656
-0.34,0.834,0.604
-0.315,0.791,0.584
-0.301,0.722,0.574
-0.274,0.687,0.592
-0.26,0.641,0.602
-0.251,0.603,0.627
-0.238,0.59,0.639
-0.232,0.573,0.648
-0.227,0.57,0.674
-0.21,0.57,0.696
-0.203,0.569,0.736
-0.202,0.571,0.762
-0.209,0.583,0.795
-0.227,0.609,0.808
-0.248,0.668,0.817
-0.267,0.686,0.812
-0.305,0.698,0.813
-0.319,0.687,0.835
-0.32,0.673,0.852
-0.281,0.57,0.861
-0.313,0.619,0.89
-0.286,0.646,0.877
-0.283,0.639,0.832
-0.266,0.636,0.768
-0.267,0.627,0.734
-0.253,0.616,0.665
-0.225,0.602,0.64
-0.236,0.607,0.566
-0.269,0.62,0.526
-0.282,0.637,0.456
-0.303,0.639,0.388
-0.327,0.643,0.358
-0.326,0.654,0.314
-0.317,0.672,0.308
-0.35,0.766,0.315
-0.366,0.811,0.307
-0.376,0.844,0.296
-0.348,0.978,0.287
-0.328,1.003,0.314
-0.322,1.015,0.355
-0.311,1.004,0.369
-0.313,0.981,0.379
-0.329,0.967,0.381
-0.357,0.934,0.386
-0.378,0.927,0.415
-0.428,0.928,0.433
-0.496,0.924,0.443
-0.53,0.914,0.429
-0.578,0.913,0.403
-0.554,0.956,0.394
-0.535,1.005,0.394
-0.477,1.069,0.366
-0.431,1.069,0.173
-0.329,1.075,0.066
-0.28,1.047,-0.033
-0.275,1.038,-0.081
-0.286,1.02,-0.052
-0.316,1.074,-0.004
-0.322,1.105,0.029
-0.318,1.128,0.041
-0.319,1.154,0.054
-0.321,1.176,0.069
-0.337,1.214,0.105
-0.351,1.213,0.116
-0.35,1.208,0.118
-0.33,1.193,0.113
-0.292,1.186,0.096
-0.276,1.191,0.03
-0.251,1.183,-0.01
-0.255,1.166,-0.053
-0.141,1.13,-0.118
-0.136,1.12,-0.142
-0.144,1.084,-0.167
-0.155,1.046,-0.216
-0.14,1.022,-0.236
-0.106,0.968,-0.221
-0.743,0.762,0.555
-0.724,0.787,0.58
-0.634,0.76,0.653
-0.567,0.726,0.637
-0.547,0.714,0.564
-0.503,0.68,0.544
-0.473,0.655,0.562
-0.41,0.64,0.59
-0.434,0.613,0.634
-0.488,0.591,0.675
-0.521,0.602,0.693
-0.56,0.669,0.651
-0.563,0.671,0.63
-0.546,0.545,0.628
-0.485,0.53,0.569
-0.569,0.744,0.419
-0.613,0.694,0.277
-0.723,0.72,0.208
-0.763,0.792,0.187
-0.717,0.794,0.243
-0.659,0.795,0.284
-0.613,0.792,0.365
-0.593,0.79,0.429
-0.591,0.759,0.447
-0.542,0.732,0.5
-0.542,0.757,0.513
-0.551,0.752,0.486
-0.567,0.743,0.468
-0.572,0.722,0.448
-0.596,0.715,0.447
-0.638,0.726,0.45
-0.663,0.718,0.449
-0.657,0.67,0.449
-0.576,0.668,0.414
-0.536,0.691,0.417
-0.492,0.796,0.465
-0.463,0.879,0.501
-0.462,0.904,0.628
-0.453,0.828,0.732
-0.444,0.706,0.724
-0.454,0.664,0.599
-0.467,0.717,0.549
-0.483,0.72,0.383
-0.55,0.746,0.319
-0.577,0.84,0.345
-0.577,0.834,0.422
-0.529,0.811,0.449
-0.497,0.751,0.505
-0.471,0.709,0.536
-0.456,0.648,0.559
-0.419,0.631,0.591
-0.372,0.516,0.553
-0.318,0.519,0.507
-0.366,0.64,0.486
-0.427,0.698,0.523
-0.566,0.74,0.591
-0.665,0.694,0.633
-0.684,0.592,0.679
-0.684,0.549,0.697
-0.646,0.51,0.714
-0.612,0.532,0.782
-0.534,0.551,0.823
-0.463,0.562,0.895
-0.43,0.567,0.979
-0.401,0.568,1.014
-0.402,0.576,1.08
-0.405,0.583,1.117
-0.406,0.627,1.12
-0.263,0.742,1.099
-0.361,0.788,1.063
-0.345,0.836,0.887
-0.376,0.848,0.896
-0.405,0.834,0.8
-0.462,0.78,0.782
-0.476,0.733,0.774
-0.507,0.66,0.756
-0.521,0.611,0.721
-0.506,0.548,0.722
-0.498,0.54,0.744
-0.458,0.545,0.755
-0.285,0.518,0.75
-0.344,0.593,0.844
-0.278,0.744,0.868
-0.25,0.812,0.857
-0.231,0.817,0.821
-0.242,0.802,0.725
-0.253,0.796,0.65
-0.286,0.795,0.626
-0.304,0.804,0.628
-0.34,0.805,0.648
-0.38,0.793,0.653
-0.4,0.779,0.668
-0.427,0.743,0.671
-0.433,0.699,0.684
-0.451,0.671,0.685
-0.467,0.614,0.678
-0.475,0.469,0.758
-0.474,0.371,0.882
-0.464,0.237,0.931
-0.423,0.162,0.991
-0.39,0.145,0.98
-0.337,0.107,0.956
-0.316,0.102,0.921
-0.289,0.131,0.929
-0.307,0.199,0.924
-0.358,0.362,0.864
-0.379,0.385,0.891
-0.407,0.489,0.87
-0.417,0.503,0.811
-0.455,0.528,0.76
-0.467,0.521,0.672
-0.474,0.519,0.443
-0.263,0.582,0.324
-0.128,0.834,0.466
-0.097,0.794,0.637
0.01,0.748,0.736
0.111,0.717,0.763
0.093,0.746,0.754
-0.024,0.779,0.741
-0.448,-1.867,1.003
-0.291,0.154,1.078
-0.347,2.666,0.467
-0.595,2.083,0.466
-0.357,0.562,0.647
-0.256,0.23,1.074
-0.2,0.108,1.208
-0.215,0.568,1.119
-0.271,0.714,0.978
-0.317,0.569,0.786
-0.363,0.437,0.787
-0.382,0.266,0.81
-0.385,0.251,0.887
-0.389,0.337,0.928
-0.398,0.462,0.931
-0.43,0.488,0.906
-0.472,0.467,0.846
-0.486,0.442,0.845
-0.509,0.392,0.84
-0.516,0.503,0.705
-0.365,0.595,0.732
-0.263,0.745,0.754
-0.212,0.638,0.769
-0.123,-0.049,0.705
-0.042,-0.149,0.625
-0.01,-0.195,0.545
-0.042,-0.088,0.633
-0.122,0.058,0.704
-0.185,0.186,0.85
-0.362,0.271,0.895
-0.547,0.41,0.904
-0.732,0.545,0.954
-0.936,0.609,1.047
-1.027,0.548,1.038
-0.992,0.416,0.991
-0.841,0.386,0.998
-0.658,0.443,1.037
-0.738,0.488,1.104
-0.756,0.579,1.113
-0.78,0.622,1.08
-0.805,0.677,1.057
-0.789,0.675,1.027
-0.71,0.673,0.887
-0.618,0.648,0.947
-0.559,0.632,0.943
-0.451,0.601,0.944
-0.402,0.602,0.938
-0.37,0.522,0.953
-0.313,0.486,0.933
-0.286,0.387,0.888
-0.305,0.376,0.815
-0.315,0.332,0.787
-0.356,0.343,0.717
-0.377,0.365,0.663
-0.41,0.367,0.63
-0.443,0.38,0.617
-0.465,0.389,0.603
-0.465,0.37,0.615
-0.474,0.385,0.586
-0.482,0.364,0.582
-0.476,0.361,0.578
-0.469,0.346,0.6
-0.456,0.334,0.627
-0.468,0.349,0.679
-0.435,0.337,0.722
-0.45,0.419,0.744
-0.425,0.43,0.847
-0.41,0.475,0.842
-0.424,0.653,0.849
-0.417,0.789,0.859
-0.385,0.826,0.859
-0.357,0.858,0.822
-0.344,0.864,0.787
-0.315,0.877,0.768
-0.304,0.884,0.731
-0.291,0.879,0.723
-0.306,0.849,0.681
-0.316,0.816,0.573
-0.38,0.805,0.552
-0.423,0.785,0.456
-0.437,0.737,0.312
-0.52,0.813,0.328
-0.537,0.785,0.311
-0.518,0.794,0.319
-0.496,0.813,0.335
-0.474,0.814,0.315
-0.45,0.844,0.309
-0.447,0.915,0.32
-0.422,0.959,0.369
-0.393,1.058,0.409
-0.383,1.114,0.479
-0.386,1.196,0.494
-0.426,1.171,0.486
-0.455,1.179,0.447
-0.49,1.168,0.435
-0.501,1.148,0.456
-0.464,1.107,0.48
-0.452,1.061,0.476
-0.436,1.025,0.453
-0.449,0.974,0.38
-0.462,0.915,0.282
-0.493,0.896,0.231
-0.561,0.886,0.127
-0.59,0.897,0.004
-0.66,0.909,-0.144
-0.713,0.913,-0.231
-0.728,0.879,-0.443
-0.731,0.86,-0.529
-0.637,0.872,-0.49
-0.439,0.927,-0.326
-0.415,0.992,-0.254
-0.369,1.138,-0.277
-0.371,1.228,-0.306
-0.362,1.191,-0.289
-0.36,1.147,-0.259
-0.362,1.091,-0.256
-0.364,1.037,-0.3
-0.361,1.03,-0.366
-0.349,1.025,-0.391
-0.19,1.18,-0.655
-0.199,1.182,-0.642
-0.178,1.185,-0.623
-0.153,1.194,-0.582
-0.155,1.201,-0.543
-0.169,1.22,-0.52
-0.176,1.239,-0.451
-0.18,1.244,-0.415
-0.194,1.26,-0.367
-0.196,1.269,-0.33
-0.189,1.288,-0.308
-0.186,1.321,-0.285
-0.173,1.33,-0.304
-0.146,1.332,-0.321
-0.136,1.32,-0.384
-0.133,1.311,-0.46
-0.122,1.27,-0.485
-0.11,1.231,-0.484
-0.088,1.164,-0.48
-0.078,1.127,-0.478
-0.069,1.05,-0.441
-0.09,0.978,-0.444
-0.124,0.907,-0.438
-0.134,0.876,-0.411
-0.138,0.817,-0.402
-0.14,0.768,-0.407
-0.136,0.743,-0.418
-0.139,0.705,-0.419
-0.143,0.684,-0.443
-0.141,0.683,-0.526
-0.135,0.683,-0.563
-0.137,0.71,-0.584
-0.142,0.732,-0.6
-0.156,0.753,-0.633
-0.164,0.753,-0.698
-0.17,0.764,-0.71
-0.164,0.734,-0.712
-0.164,0.704,-0.714
-0.175,0.621,-0.709
-0.175,0.548,-0.673
-0.187,0.509,-0.649
-0.195,0.416,-0.617
-0.212,0.367,-0.594
-0.247,0.286,-0.582
-0.261,0.226,-0.547
-0.268,0.201,-0.519
-0.275,0.165,-0.518
-0.284,0.155,-0.528
-0.31,0.155,-0.531
-0.317,0.166,-0.532
-0.311,0.174,-0.542
-0.291,0.183,-0.537
-0.277,0.2,-0.535
-0.273,0.212,-0.549
-0.252,0.217,-0.57
-0.224,0.226,-0.601
-0.212,0.239,-0.627
-0.203,0.244,-0.657
-0.204,0.244,-0.671
-0.206,0.247,-0.671
-0.217,0.247,-0.66
-0.229,0.234,-0.662
-0.238,0.225,-0.67
-0.257,0.205,-0.672
-0.266,0.176,-0.675
-0.28,0.162,-0.677
-0.289,0.142,-0.68
-0.294,0.13,-0.679
-0.3,0.125,-0.681
-0.307,0.118,-0.686
-0.309,0.101,-0.69
-0.316,0.089,-0.686
-0.332,0.066,-0.684
-0.337,0.047,-0.669
-0.331,0.044,-0.631
-0.31,0.045,-0.609
-0.299,0.054,-0.589
-0.285,0.087,-0.6
-0.276,0.142,-0.644
-0.253,0.175,-0.672
-0.239,0.243,-0.685
-0.235,0.305,-0.71
-0.23,0.337,-0.734
-0.221,0.389,-0.746
-0.218,0.417,-0.774
-0.216,0.425,-0.785
-0.214,0.431,-0.805
-0.209,0.429,-0.808
-0.212,0.427,-0.806
-0.218,0.414,-0.804
-0.23,0.402,-0.795
-0.238,0.376,-0.775
-0.269,0.346,-0.76
-0.287,0.304,-0.735
-0.318,0.284,-0.731
-0.325,0.255,-0.716
-0.323,0.247,-0.697
-0.319,0.247,-0.685
-0.318,0.267,-0.655
-0.321,0.285,-0.614
-0.311,0.337,-0.584
-0.305,0.393,-0.514
-0.305,0.454,-0.473
-0.29,0.481,-0.468
-0.244,0.532,-0.47
-0.22,0.56,-0.492
-0.172,0.622,-0.498
-0.148,0.683,-0.514
-0.139,0.719,-0.517
-0.099,0.774,-0.501
-0.079,0.851,-0.455
-0.084,0.918,-0.398
-0.11,0.944,-0.374
-0.128,0.964,-0.342
-0.128,0.962,-0.349
-0.114,0.948,-0.365
-0.098,0.925,-0.408
-0.086,0.9,-0.424
